student_id,global_trait,alpha_k0,alpha_k1,alpha_k2,alpha_k3,alpha_k4,alpha_k5,alpha_k6,alpha_k7,alpha_k8,alpha_k9,alpha_k10,alpha_k11,alpha_k12,alpha_k13,alpha_k14,alpha_k15,alpha_k16,alpha_k17,alpha_k18,alpha_mean,alpha_sum,alpha_topk
16,0.248595,0.981624,0.686167,0.386528,0.360022,0.035134,0.495502,0.435786,0.992187,0.550965,0.239595,0.572491,0.610087,0.557712,0.122388,0.799615,0.573933,0.165419,0.996061,0.774128,0.543966,10.335345,k17|k7|k0
17,-0.929342,0.000001,0.228034,0.474996,0.777659,0.483751,0.319206,0.054013,0.530022,0.000218,0.192005,0.950502,0.132962,0.638633,0.222516,0.417844,0.000004,0.300907,0.587573,0.475584,0.357181,6.786432,k10|k3|k12
18,1.049723,0.642700,0.970210,0.702224,0.706300,0.795159,0.996793,0.852390,0.882309,0.946571,0.917845,0.994648,0.576111,0.957928,0.998406,1.000000,0.000053,0.825279,0.997864,0.092172,0.781840,14.854962,k14|k13|k17
19,-0.086000,0.598824,0.170244,0.462270,0.262214,0.477788,0.468574,0.170030,0.312275,0.807988,0.459208,0.000005,0.005237,0.461769,0.051769,0.164982,0.016555,0.735987,0.867558,0.593943,0.373012,7.087220,k17|k8|k16
20,-0.082677,0.821461,0.529062,0.984988,0.624237,0.290432,0.720281,0.017986,0.708062,0.334714,0.245069,0.332209,0.074293,0.090937,0.290212,0.101072,0.251300,0.462853,0.333713,0.012247,0.380270,7.225128,k2|k0|k5
21,-1.339032,0.000536,0.448116,0.212062,0.434944,0.441453,0.999515,0.000056,0.599426,0.291969,0.391482,0.371385,0.871343,0.399192,0.139357,0.091900,0.378891,0.092811,0.000537,0.212883,0.335677,6.377858,k5|k11|k7
22,0.956073,0.711001,0.592995,0.377653,0.869689,0.999999,0.999973,0.468426,0.838655,0.998832,0.622850,0.040565,0.685358,0.998414,0.450402,0.774712,0.992715,0.789222,0.760206,0.787016,0.724141,13.758683,k4|k5|k8
23,0.008711,0.343557,0.466186,0.000201,0.159016,0.988178,0.526111,0.574133,0.071242,0.476530,0.034858,0.858042,0.820290,0.390139,0.984112,0.515418,0.739832,0.053896,0.827731,0.999336,0.517306,9.828808,k18|k4|k13
24,-0.140420,0.171055,0.984301,0.376083,0.512556,0.226315,0.125672,0.885540,0.577175,0.175282,0.746030,0.834288,0.238531,0.000221,0.274560,0.986967,0.401763,0.994062,0.432877,0.527451,0.498459,9.470730,k16|k14|k1
25,-0.103963,0.693264,0.735250,0.531333,0.598988,0.462740,0.960673,0.015686,0.435415,0.967089,0.544627,0.896573,0.139683,0.482342,0.995205,0.987649,0.531948,0.032391,0.994150,0.999992,0.631842,12.004998,k18|k13|k17
26,0.386349,0.484938,0.071679,1.000000,0.738479,0.445413,0.588902,0.839796,0.946226,0.037593,0.688214,0.534416,0.338905,0.000052,0.690766,0.554332,0.046124,0.956442,0.344296,0.548928,0.518711,9.855500,k2|k16|k7
27,0.083487,0.619198,0.495510,0.953987,0.638521,0.556823,0.348304,0.575724,0.481400,0.039375,0.854213,0.012103,0.437807,0.001220,0.813753,0.505703,0.130038,0.407594,0.758920,0.980340,0.505817,9.610531,k18|k2|k9
28,0.187635,0.382591,0.915388,0.703883,0.997652,0.454626,0.712203,0.780027,0.835568,0.655962,0.752582,0.664840,0.983806,0.519945,0.759382,0.555714,0.057493,0.473085,0.590760,0.954994,0.671079,12.750501,k3|k11|k18
29,0.906737,0.626730,0.691639,0.759975,1.000000,0.587182,1.000000,0.511173,0.961134,0.972188,0.427068,0.980553,0.999443,0.949725,0.604022,0.779418,0.601624,0.589917,0.164833,0.564540,0.724798,13.771166,k5|k3|k11
30,2.313738,0.599072,0.999974,0.953496,0.647338,0.999083,0.639649,0.705046,0.672598,0.999960,0.713699,1.000000,0.999052,0.963262,0.948673,0.999273,0.982486,0.992879,0.721156,0.768646,0.858176,16.305342,k10|k1|k8
31,-0.445493,0.460492,0.736258,0.000000,0.360407,0.425911,0.223377,0.562722,0.009535,0.341298,0.333332,0.721785,0.508201,0.444943,0.510813,0.882163,0.000001,0.087702,0.440883,0.581687,0.401658,7.631510,k14|k1|k10
32,-0.487459,0.000499,0.485683,0.444087,0.383040,0.388704,0.423013,0.523811,0.002416,0.555151,0.682434,0.365984,0.464979,0.470337,0.031603,0.334124,0.360251,0.452369,0.357046,0.543429,0.382577,7.268962,k9|k8|k18
33,-0.361356,0.376521,0.627822,0.000811,0.989579,0.305040,0.490412,0.537162,0.475384,0.660539,0.998809,0.171245,0.022834,0.024961,0.345908,0.538057,0.424416,0.029289,0.003963,0.497297,0.395792,7.520049,k9|k3|k8
34,0.421357,0.663263,0.301323,0.989315,0.453130,0.000000,0.222901,0.414910,0.535791,0.852289,0.468202,0.634387,1.000000,0.001545,0.001252,0.821069,0.239054,0.933042,0.815492,0.661022,0.526736,10.007990,k11|k2|k16
35,1.342298,0.753422,0.989756,0.838941,0.931454,0.598857,0.855264,0.440555,0.581424,0.892990,1.000000,0.999979,0.489010,0.994183,0.999781,0.582563,0.754141,0.812277,0.992928,0.577209,0.793933,15.084733,k9|k10|k13
36,0.121224,0.181186,0.711836,0.999994,0.739135,0.238936,0.853867,0.994751,0.162586,0.743986,0.731759,0.831291,0.591929,0.726812,0.109600,0.531665,0.156256,0.966879,0.970983,0.000446,0.591784,11.243896,k2|k6|k17
37,-0.049867,0.490079,0.688779,0.565560,0.019370,0.034056,0.910113,0.763482,0.437613,0.539779,0.455521,0.531633,0.025495,0.419360,0.364195,0.469911,0.435237,0.741499,0.301779,0.347540,0.449526,8.541000,k5|k6|k16
38,-0.470839,0.535866,0.625315,0.337577,0.935186,0.428163,0.434782,0.471754,0.001280,0.853765,0.673190,0.000263,0.665405,0.065838,0.675863,0.493706,0.609744,0.568513,0.347730,0.550937,0.488151,9.274878,k3|k8|k13
39,0.749537,0.999692,0.999984,0.590798,0.996286,0.546931,1.000000,0.897020,0.882645,0.976471,0.916925,0.236819,0.555766,0.924497,0.920536,0.578547,0.015227,0.875767,0.999644,0.504888,0.758865,14.418442,k5|k1|k0
40,0.773026,0.166189,0.954485,0.495207,0.992599,0.947684,0.651763,0.995639,0.791605,0.435376,0.999923,0.833105,0.863095,0.640848,0.894820,0.343117,0.479942,0.690473,0.616705,0.615155,0.705670,13.407732,k9|k6|k3
41,0.709670,0.648850,0.403415,0.770070,0.357649,0.363071,0.732823,0.730620,0.696315,0.983045,0.698358,0.824440,0.916492,0.469322,0.516755,0.737311,0.592293,0.496287,0.699969,0.839120,0.656642,12.476205,k8|k11|k18
42,-0.560174,0.149836,0.798080,0.290533,0.143888,0.984243,0.472995,0.660832,0.223540,0.722720,0.002455,0.085956,0.999954,0.923975,0.646066,0.007218,0.568366,0.459646,0.029173,0.854962,0.474970,9.024438,k11|k4|k12
43,0.230064,0.611282,0.000151,0.002813,0.976756,0.400493,0.999876,0.908486,0.111493,0.421709,0.094219,0.878880,0.553813,0.031147,0.471147,0.791433,0.895789,0.657586,0.287734,0.911789,0.526663,10.006596,k5|k3|k18
44,0.500128,0.059448,0.834972,0.659378,0.309467,0.841062,0.894189,0.998266,0.033617,0.832282,0.990334,0.999724,0.000436,0.219437,0.402885,0.443414,0.425994,0.850235,0.679177,0.591738,0.582424,11.066055,k10|k6|k9
45,0.620560,0.014401,0.419689,0.779330,0.497601,1.000000,0.395478,1.000000,0.596823,0.297040,0.957289,0.617101,0.649370,0.745888,0.768924,0.560022,0.400992,0.660230,0.986286,0.954907,0.647441,12.301371,k6|k4|k17
46,0.503493,0.266383,0.323199,0.654844,0.897277,0.544614,0.787476,0.996201,0.396103,0.345938,0.973221,0.979332,0.531988,0.350923,0.999961,0.815504,0.995825,0.553402,0.830020,0.709958,0.681693,12.952171,k13|k6|k15
47,0.436333,0.696133,0.958694,0.999793,1.000000,0.020351,0.230611,0.159975,0.999940,0.381407,0.346435,0.992285,0.480123,0.722920,0.226724,0.009514,0.998073,0.001813,0.966650,0.123263,0.542879,10.314705,k3|k7|k2
48,0.718494,0.247718,0.969272,0.473090,0.999999,0.769681,0.666678,0.484027,0.842141,0.890155,0.477377,0.426334,0.940828,0.903157,0.843032,0.948863,0.993335,0.327737,0.333270,0.560162,0.689308,13.096858,k3|k15|k1
49,0.693072,0.376148,0.108272,0.753770,0.999472,0.111931,0.865170,0.851819,0.925625,0.990602,0.999915,0.459287,0.999198,0.000755,0.816509,0.999977,0.734111,0.198088,0.686146,0.427076,0.647572,12.303870,k14|k9|k3
50,0.523989,0.620925,0.929105,0.574218,0.997704,0.485966,0.996489,0.985331,1.000000,0.527986,0.999074,0.558912,0.328404,0.598137,0.212921,0.782241,0.986616,0.559735,0.429613,0.842521,0.706100,13.415898,k7|k9|k3
51,0.523742,0.892824,0.769221,0.599806,0.999921,0.685642,0.723275,0.862429,0.376262,0.530312,0.644014,0.506847,0.907353,1.000000,0.413469,0.999629,0.802243,0.682044,0.092549,0.587451,0.688173,13.075293,k12|k3|k14
52,-0.776144,0.778142,0.072005,0.512087,0.314144,0.115100,0.764162,0.437975,0.040057,0.000076,0.013353,0.476605,0.000193,0.758762,0.048074,0.910926,0.954913,0.625644,0.003102,0.001638,0.359314,6.826960,k15|k14|k0
53,-0.316197,0.448488,0.841290,0.874640,0.495786,0.411089,0.001512,0.001535,0.947998,0.939218,0.811907,0.136251,0.501088,0.509006,0.000009,0.228756,0.279166,0.502245,0.522485,0.200293,0.455409,8.652762,k7|k8|k2
54,-0.392230,0.028681,0.353227,0.150407,0.037068,0.999823,0.113251,0.663233,0.866567,0.757401,0.889285,0.470317,0.643577,0.351960,0.000004,0.726753,0.297684,0.177004,0.583477,0.000005,0.426828,8.109725,k4|k9|k7
55,-0.723530,0.587132,0.329358,0.628166,0.009878,0.051280,0.013078,0.470399,0.107202,0.938691,0.104561,0.015693,0.504214,0.261554,0.441207,0.120287,0.130271,0.000086,0.485966,0.421047,0.295793,5.620068,k8|k2|k0
56,-0.281119,0.561970,0.577282,0.117204,0.410033,0.340579,0.161253,0.000000,0.000000,0.372679,0.047502,0.527119,0.524972,0.862775,0.164713,0.134328,0.524678,0.424406,0.423355,0.050611,0.327656,6.225459,k12|k1|k0
57,1.435692,0.998504,0.520421,0.998369,0.987252,0.474103,0.666134,0.540579,0.076053,0.956032,0.997992,0.847162,0.993693,0.999844,0.957130,0.925919,0.997771,1.000000,0.786316,0.454293,0.798819,15.177566,k16|k12|k0
58,-0.419223,0.001873,0.431539,0.496150,0.389353,0.029641,0.530792,0.572053,0.438475,0.469297,0.180905,1.000000,0.264241,0.013362,0.336271,0.476744,0.454001,0.488761,0.479143,0.224703,0.383016,7.277304,k10|k6|k5
59,1.377360,0.655825,0.738674,0.999787,0.716130,1.000000,0.948687,0.977401,0.525720,0.376199,0.413112,0.963042,0.995735,0.993137,0.687584,0.552800,0.857251,0.962710,0.996517,0.789211,0.797343,15.149520,k4|k2|k17
60,-2.305944,0.001476,0.000593,0.000001,0.000000,0.000006,0.293513,0.000000,0.295861,0.000000,0.026177,0.408226,0.416808,0.165423,0.294670,0.000000,0.000170,0.083774,0.361570,0.297022,0.139226,2.645289,k11|k10|k17
61,-0.712851,0.099242,0.049456,0.560587,0.000025,0.480891,0.889211,0.038310,0.626667,0.671049,0.384700,0.096460,0.108255,0.372352,0.010597,0.369606,0.000000,0.699210,0.295556,0.126252,0.309391,5.878426,k5|k16|k8
62,0.384352,0.081620,0.433114,0.953045,0.999781,0.642069,0.188245,0.981940,0.503997,0.455867,0.599224,0.868867,0.964086,0.614863,0.015911,0.000000,0.389076,0.688242,0.471701,0.761662,0.558595,10.613309,k3|k6|k11
63,0.436945,0.555681,0.915069,0.999826,0.554370,0.491032,0.527693,0.483006,0.810699,0.414096,0.821773,0.620425,0.776661,0.492945,0.473171,0.973837,0.543657,0.943223,0.559776,0.974898,0.680623,12.931836,k2|k18|k14
64,0.332777,0.413466,0.734487,0.184742,0.000001,0.680811,0.002371,0.734637,0.437671,0.694168,0.522539,0.355216,0.478332,0.037406,0.866608,0.544252,0.826556,0.668216,0.935033,0.714728,0.517434,9.831239,k17|k13|k15
65,0.764036,0.631101,0.000046,0.948519,0.987875,1.000000,0.856242,0.580151,0.987733,0.587258,0.718887,0.777122,0.866468,0.871939,0.687412,1.000000,0.651656,0.551877,0.518909,0.586447,0.726823,13.809641,k14|k4|k3
66,0.090461,0.333201,0.985758,0.458879,0.658321,0.893979,0.325556,0.846266,0.889154,0.572361,0.352696,0.185043,0.999445,0.514122,0.954510,0.522267,0.983651,0.874928,0.997802,0.890202,0.696744,13.238141,k11|k17|k1
67,-0.628167,0.243917,0.586273,0.002143,0.655871,0.429224,0.114546,0.547389,0.356851,0.056244,0.799786,0.000310,0.007394,0.490063,0.300577,0.194898,0.328492,0.487957,0.000882,0.254653,0.308288,5.857470,k9|k3|k1
68,0.533720,0.501844,0.545727,0.413097,0.744489,0.901524,0.224376,0.268471,0.000860,0.044683,0.714875,0.994427,0.686443,0.219325,0.773432,0.821015,0.548021,0.392568,0.993652,0.854828,0.560192,10.643656,k10|k17|k4
69,-1.011851,0.000033,0.512185,0.016046,0.411909,0.000000,0.279871,0.003458,0.000011,0.455860,0.000000,0.928618,0.000240,0.189185,0.128912,0.116578,0.149238,0.563431,0.184179,0.379082,0.227307,4.318835,k10|k16|k1
70,-1.200669,0.000137,0.017743,0.625434,0.000710,0.468566,0.421870,0.477969,0.374845,0.536324,0.157113,0.200973,0.501353,0.223461,0.000001,0.357693,0.012702,0.793414,0.000009,0.129560,0.278941,5.299878,k16|k2|k8
71,-0.708392,0.362986,0.000000,0.840380,0.553851,0.431169,0.857259,0.642676,0.259483,0.771489,0.744203,0.421478,0.000000,0.069608,0.398439,0.007893,0.954920,0.096400,0.621912,0.023401,0.424081,8.057548,k15|k5|k2
72,-1.014854,0.051811,0.308070,0.345521,0.439653,0.438102,0.354355,0.347162,0.001372,0.133219,0.491070,0.442712,0.067326,0.000000,0.448065,0.210228,0.000000,0.000000,0.000809,0.010284,0.215250,4.089759,k9|k13|k10
73,1.012205,0.848234,0.999079,0.569225,0.999881,0.547145,0.931694,0.918762,0.447837,0.815255,0.770395,0.723028,0.459660,0.499832,0.999493,0.584809,0.978717,0.463251,0.574476,0.644124,0.724995,13.774896,k3|k13|k1
74,0.313804,0.471848,0.319835,0.626950,0.879104,0.528288,0.600043,1.000000,0.766217,0.855635,0.883829,0.964200,0.464639,0.818914,0.981444,0.543046,0.001026,0.292450,0.421391,0.621849,0.633721,12.040708,k6|k13|k10
75,0.592568,0.526577,0.882404,0.673593,0.542944,0.996773,0.946791,0.832499,0.470840,0.975209,0.891654,0.999860,0.999772,0.582585,1.000000,0.523303,0.968643,0.786808,0.569364,0.999998,0.798401,15.169618,k13|k18|k10
76,-0.249613,0.490112,0.997016,0.269918,0.471544,0.046850,0.484595,0.499296,0.681429,0.997515,0.186852,0.549338,0.685363,0.251222,0.371813,0.554711,0.294959,0.349478,0.137602,0.001111,0.437933,8.320724,k8|k1|k11
77,0.634240,0.800892,0.783651,0.438245,0.365343,0.767385,0.842584,0.751704,0.758691,0.997020,0.996193,0.638320,0.325443,0.416529,0.985816,0.873448,0.589301,0.617419,0.693472,0.261129,0.679083,12.902585,k8|k9|k13
78,0.744905,0.747795,0.487546,1.000000,0.925806,0.519177,0.428834,0.491099,0.627619,0.643739,0.999995,0.517495,0.534306,0.766433,0.559515,0.633346,0.438660,0.974391,0.299739,0.986648,0.662218,12.582142,k2|k9|k18
79,-0.433693,0.080048,0.000013,0.607847,0.002434,0.035884,0.004341,0.378428,0.079430,0.002060,0.987262,0.053437,0.536988,0.240352,0.974644,0.204679,0.504863,0.485206,0.506418,0.001299,0.299244,5.685633,k9|k13|k2
80,0.791442,0.000000,0.519517,0.973358,0.797206,0.342435,0.813942,0.754094,0.613275,0.836022,0.988630,0.615902,0.069558,0.044419,0.804959,0.263578,0.546833,0.565871,0.960337,0.963248,0.603852,11.473184,k9|k2|k18
81,-0.357292,0.002785,0.461431,0.992235,0.781656,0.934000,0.464063,0.000900,0.319961,0.972432,0.363098,0.213295,0.921474,0.559037,0.050355,0.480335,0.816795,0.001215,0.997026,0.488222,0.516859,9.820315,k17|k2|k8
82,-0.525994,0.251253,0.440057,0.416233,0.448605,0.001922,0.029849,0.000000,0.414848,0.145212,0.000115,0.745594,0.502024,0.922143,0.650351,0.438118,0.362521,0.016604,0.484118,0.035118,0.331825,6.304683,k12|k10|k13
83,-0.051830,0.014724,0.350881,0.479224,0.667349,0.222192,0.480037,0.739454,0.297901,0.165665,0.485328,0.222878,0.303391,0.984485,0.432467,0.977260,0.426294,0.000294,0.410687,0.530763,0.431120,8.191273,k12|k14|k6
84,-0.829687,0.311388,0.403722,0.462390,0.013242,0.580372,0.000000,0.466718,0.595911,0.504131,0.016224,0.006605,0.537680,0.711859,0.005927,0.207163,0.559827,0.000033,0.173776,0.308292,0.308698,5.865261,k12|k7|k4
85,1.195293,0.988251,0.203737,0.773196,0.429551,0.998969,0.689897,0.656530,0.833695,0.592236,0.995596,0.634477,0.413943,0.871136,0.999834,0.825110,0.914727,0.918048,0.463504,0.992715,0.747113,14.195151,k13|k4|k9
86,-0.149051,0.042436,0.327047,0.275564,0.316544,0.385199,0.837544,0.461507,0.454910,0.796557,0.407141,0.398182,0.000003,0.226445,0.629818,0.178566,0.433087,0.430896,0.164233,0.362100,0.375146,7.127779,k5|k8|k13
87,0.072789,0.164784,0.612848,0.994494,0.392446,0.364906,0.125360,0.989493,0.009905,0.000000,0.511808,0.410117,0.459990,0.090429,0.546752,0.455871,0.873766,0.755605,0.505513,0.000131,0.434959,8.264217,k2|k6|k15
88,0.438434,0.251895,0.068304,0.642148,0.072835,0.548569,0.999995,0.999941,0.216025,0.502796,0.038449,0.759006,0.001564,0.687643,0.441486,0.537140,0.390641,0.103153,0.839770,0.629302,0.459508,8.730661,k5|k6|k17
89,0.853868,0.924148,0.947439,0.998681,0.630079,0.383964,0.166904,0.968239,0.511285,0.987672,0.743747,0.940125,0.989262,0.413188,0.680680,0.068823,0.653893,0.844139,0.179184,0.526173,0.660928,12.557624,k2|k11|k8
90,0.185858,0.026440,0.039873,0.745957,0.738407,0.545921,0.929384,0.600824,0.283286,0.344256,0.941677,0.988776,0.020358,0.964091,0.804358,0.518329,0.999937,0.000131,0.618472,0.340960,0.550076,10.451435,k15|k10|k12
91,-0.329990,0.485996,0.001803,0.026595,0.250437,0.175387,0.046595,0.353736,0.512158,0.001068,0.946463,0.476345,0.102704,0.461270,0.891389,0.340149,0.504247,0.643583,0.137970,0.525007,0.362258,6.882900,k9|k13|k16
92,0.226597,0.762324,0.438923,0.766254,0.482228,0.278133,0.999371,0.524104,0.025352,0.865336,0.695900,0.844020,0.652800,0.749347,0.123459,0.584127,0.547096,0.974196,0.460999,0.999997,0.619682,11.773964,k18|k5|k16
93,0.708981,0.408077,0.000639,0.091918,0.568060,0.909146,0.991292,0.932458,0.045178,0.732276,0.704614,0.838951,0.897165,0.551081,0.964499,0.999967,0.999996,0.602194,0.640056,0.980158,0.676722,12.857725,k15|k14|k5
94,-1.845757,0.217508,0.002475,0.433418,0.005822,0.199460,0.004743,0.023457,0.005777,0.031863,0.471825,0.038736,0.286458,0.009776,0.025649,0.317716,0.001285,0.014355,0.121649,0.160260,0.124854,2.372232,k9|k2|k14
95,-0.852402,0.000443,0.041816,0.060674,0.038238,0.259805,0.609291,0.025595,0.047605,0.149614,0.281898,0.359870,0.665257,0.101282,0.269145,0.375755,0.607506,0.304363,0.774041,0.306662,0.277835,5.278861,k17|k11|k5
