student_id,global_trait,alpha_k0,alpha_k1,alpha_k2,alpha_k3,alpha_k4,alpha_k5,alpha_k6,alpha_k7,alpha_k8,alpha_k9,alpha_k10,alpha_k11,alpha_k12,alpha_k13,alpha_k14,alpha_k15,alpha_k16,alpha_k17,alpha_k18,alpha_mean,alpha_sum,alpha_topk
14,0.934109,0.841720,0.779046,0.915589,0.834961,0.760895,0.750000,0.825000,0.900000,0.825000,0.862500,0.787571,0.870291,0.843256,0.831349,0.900000,0.893821,0.800009,0.980161,0.742712,0.839152,15.943881,k17|k2|k7
15,1.000000,0.870844,0.866421,0.932066,0.927843,0.859709,0.825000,0.900000,0.900000,0.900000,0.900000,0.896587,0.947910,0.916610,0.824625,0.851595,0.929492,0.856679,0.861346,0.863104,0.885781,16.829830,k11|k2|k15
16,1.000000,0.810276,0.884248,0.941766,0.950635,0.913909,0.900000,0.900000,0.900000,0.799965,0.900000,0.940211,0.934060,0.923966,0.855209,0.799595,0.939434,0.880081,0.771869,0.806470,0.881668,16.751694,k3|k2|k10
17,1.000000,0.874392,0.951422,0.924294,0.957045,0.878094,0.850000,0.900000,0.900000,0.900000,0.925000,0.885703,0.944770,0.861854,0.832411,0.889827,0.934021,0.858052,0.902654,0.908412,0.898839,17.077950,k3|k1|k11
18,1.000000,0.598897,0.470487,0.683675,0.172648,0.402845,0.800009,0.400000,0.799965,0.800009,0.266667,0.241047,0.372264,0.420376,0.800009,0.566221,0.308847,0.368900,0.098724,0.800009,0.493242,9.371598,k18|k8|k5
19,0.717770,0.622947,0.806348,0.791267,0.426032,0.203918,0.799965,0.799965,0.400000,0.799980,0.400000,0.054819,0.228485,0.091209,0.578506,0.274859,0.345421,0.538005,0.254240,0.799985,0.485050,9.215950,k1|k18|k8
20,0.667492,0.950848,0.878427,0.980622,0.869320,0.772221,0.875000,0.800004,0.900000,0.850000,0.933333,0.254378,0.907764,0.505390,0.776180,0.395828,0.798207,0.799988,0.170698,0.900000,0.753590,14.318208,k2|k0|k9
21,0.662582,0.950353,0.906210,0.932902,0.904845,0.925739,0.800009,0.900000,0.900000,0.900000,0.862720,0.824702,0.657020,0.670851,0.676524,0.698224,0.765829,0.702811,0.860940,0.793420,0.822795,15.633100,k0|k2|k4
22,0.828081,0.924756,0.647957,0.166270,0.198163,0.561670,0.800009,0.799965,0.266667,0.400000,0.243530,0.059106,0.164650,0.056161,0.564375,0.435965,0.308768,0.500359,0.214897,0.603748,0.416685,7.917016,k0|k5|k6
23,1.000000,0.589010,0.695154,0.891839,0.796044,0.921212,0.875000,0.875000,0.866667,0.825000,0.491795,0.058706,0.427430,0.434172,0.821946,0.773577,0.320448,0.532050,0.187910,0.400000,0.620156,11.782960,k4|k2|k6
24,1.000000,0.908929,0.944420,0.973547,0.970544,0.845888,0.799965,0.900000,0.900000,0.900000,0.853694,0.951095,0.932711,0.919426,0.850248,0.846333,0.913890,0.800009,0.889780,0.836273,0.891408,16.936751,k2|k3|k10
25,1.000000,0.812259,0.888342,0.881604,0.857642,0.858954,0.875000,0.800009,0.666667,0.650000,0.681744,0.669427,0.627693,0.611118,0.754307,0.851405,0.626983,0.822913,0.729565,0.902044,0.766720,14.567674,k18|k1|k2
26,1.000000,0.875699,0.942198,0.933526,0.916512,0.900779,0.850000,0.900000,0.933333,0.900000,0.906010,0.926537,0.889026,0.938212,0.874963,0.902856,0.937398,0.859430,0.944096,0.918497,0.907846,17.249073,k17|k1|k12
27,0.722874,1.000000,0.838419,0.941069,0.910738,0.905568,0.799965,0.900000,0.900000,0.800009,0.899675,0.736512,0.665593,0.916349,0.861216,0.697259,0.826236,0.637260,0.868039,0.873215,0.840901,15.977121,k0|k2|k12
28,0.996082,0.898016,0.945440,0.963486,0.888805,0.895296,0.850000,0.799987,0.933333,0.900000,0.905468,0.930718,0.950832,0.877418,0.824521,0.922822,0.932506,0.901033,0.934196,0.848502,0.900125,17.102378,k2|k11|k1
29,1.000000,0.896214,0.928964,0.926734,0.915114,0.905631,0.850000,0.799965,0.900000,0.900000,0.932319,0.926017,0.872060,0.563363,0.815775,0.775778,0.687327,0.727323,0.877476,0.814650,0.842879,16.014710,k9|k1|k2
30,1.000000,0.886405,0.899083,0.930097,0.847806,0.876527,0.800009,0.900000,0.799965,0.800009,0.925000,0.928312,0.862953,0.769746,0.846989,0.960332,0.718608,0.744987,0.836687,0.896656,0.854219,16.230170,k14|k2|k10
31,1.000000,0.944302,0.881005,0.921625,0.931585,0.845681,0.800000,0.900000,0.900000,0.900000,0.951738,0.945420,0.905714,0.919923,0.849265,0.926073,0.940011,0.854784,0.914072,0.908708,0.902100,17.139907,k9|k10|k0
32,1.000000,0.940014,0.935499,0.913749,0.959675,0.915592,0.850000,0.900000,0.900000,0.900000,0.922602,0.944569,0.925989,0.886202,0.868828,0.951712,0.830543,0.827015,0.949964,0.920695,0.907508,17.242646,k3|k14|k17
33,1.000000,0.922252,0.918052,0.953482,0.917190,0.900643,0.799965,0.799965,0.900000,0.900000,0.903093,0.947525,0.938854,0.965131,0.863162,0.925928,0.919267,0.884823,0.909913,0.905169,0.903917,17.174414,k12|k2|k10
34,0.165553,0.657760,0.643327,0.627780,0.578526,0.661111,0.800009,0.799984,0.650000,0.700000,0.631012,0.621795,0.612112,0.620690,0.722331,0.679378,0.686590,0.789939,0.603886,0.754445,0.675825,12.840675,k5|k6|k16
35,1.000000,0.822846,0.882217,0.907516,0.896143,0.853356,0.800000,0.400000,0.799965,0.800009,0.732072,0.894133,0.727948,0.732712,0.822426,0.846380,0.789092,0.803483,0.794479,0.875000,0.798936,15.179777,k2|k3|k10
36,1.000000,0.873706,0.887107,0.909844,0.886189,0.880397,0.800000,0.800002,0.900000,0.799965,0.906475,0.905789,0.885022,0.947596,0.870810,0.911475,0.850000,0.857707,0.950594,0.858032,0.877932,16.680709,k17|k12|k14
37,1.000000,0.846410,0.684799,0.766401,0.844612,0.864531,0.800009,0.900000,0.900000,0.900000,0.725000,0.877852,0.847700,0.858264,0.862864,0.890578,0.791677,0.808527,0.824222,0.881511,0.835524,15.874957,k6|k7|k8
38,1.000000,0.761222,0.895454,0.903487,0.884162,0.853529,0.799965,0.900000,0.900000,0.900000,0.879108,0.942416,0.888643,0.750564,0.800433,0.765587,0.749810,0.897307,0.769531,0.799986,0.844274,16.041203,k10|k2|k8
39,0.987592,0.918872,0.923647,0.924767,0.893105,0.869882,0.850000,0.900000,0.900000,0.900000,0.939579,0.971603,0.963060,0.927836,0.857387,0.929858,0.890166,0.893743,0.967022,0.897248,0.911462,17.317776,k10|k17|k11
40,1.000000,0.907655,0.798288,0.723157,0.830031,0.432483,0.799965,0.400000,0.400000,0.400000,0.459717,0.754410,0.732757,0.726683,0.791106,0.850573,0.797035,0.869885,0.717296,0.875000,0.698213,13.266041,k0|k18|k16
41,1.000000,0.942342,0.880415,0.925716,0.880031,0.859265,0.875000,0.850000,0.850000,0.799965,0.913103,0.902818,0.877806,0.899104,0.866963,0.869568,0.900128,0.905220,0.925327,0.919365,0.886428,16.842134,k0|k2|k17
42,0.917369,0.905259,0.925009,0.930404,0.918924,0.853453,0.900000,0.900000,0.900000,0.799994,0.785097,0.885396,0.866638,0.430261,0.428268,0.821455,0.828441,0.953938,0.920999,0.896622,0.834219,15.850158,k16|k2|k1
43,1.000000,0.897429,0.804877,0.924460,0.852023,0.894220,0.875000,0.900000,0.900000,0.900000,0.887493,0.891947,0.839329,0.828572,0.899129,0.855474,0.681633,0.752659,0.775723,0.795109,0.850267,16.155075,k2|k7|k6
44,1.000000,0.940702,0.901897,0.925158,0.865381,0.759392,0.775000,0.900000,0.850000,0.900000,0.682687,0.823418,0.853032,0.908241,0.866636,0.906905,0.937828,0.864142,0.959596,0.852760,0.866988,16.472774,k17|k0|k15
45,0.941463,0.888356,0.899103,0.908076,0.890318,0.882896,0.799979,0.800009,0.900000,0.800009,0.843340,0.962753,0.878527,1.000000,0.866667,0.870204,0.885714,0.886367,0.918459,0.900000,0.883199,16.780776,k12|k10|k17
46,1.000000,0.922948,0.891961,0.964892,0.887685,0.871216,0.799965,0.900000,0.933333,0.900000,0.925000,0.981966,0.922458,0.937835,0.876947,0.909416,0.908881,0.852428,0.885899,0.847020,0.901045,17.119852,k10|k2|k12
47,1.000000,0.931983,0.871159,0.971792,0.949869,0.849669,0.799995,0.900000,0.933333,0.850000,0.666667,0.871496,0.757446,0.945889,0.873038,0.931142,0.922016,0.853772,0.904868,0.825640,0.874199,16.609773,k2|k3|k12
48,0.786538,0.905048,0.844832,0.941775,0.890627,0.918055,0.850000,0.850000,0.900000,0.900000,0.796120,0.519401,0.735784,0.671827,0.654910,0.589509,0.792019,0.634222,0.501793,0.806469,0.773810,14.702392,k2|k4|k0
49,1.000000,0.898166,0.918620,0.941149,0.933591,0.875299,0.875000,0.800009,0.933333,0.900000,0.908707,0.973724,0.930385,0.989956,0.867189,0.859551,0.862009,0.842007,0.915059,0.862095,0.899255,17.085849,k12|k10|k2
50,1.000000,0.735192,0.882508,0.779661,0.734904,0.895477,0.799991,0.850000,0.933333,0.900000,0.902848,0.901615,0.794524,0.697497,0.748306,0.763335,0.857500,0.807329,0.914945,0.850000,0.828893,15.748966,k7|k17|k9
51,1.000000,0.964442,0.848889,0.947004,0.959834,0.929884,0.900000,0.799965,0.900000,0.850000,0.955048,0.972549,0.910175,0.959486,0.880170,0.939027,0.868103,0.850247,0.916218,0.850599,0.905349,17.201640,k10|k0|k3
52,1.000000,0.894387,0.914178,0.907124,0.939896,0.916572,0.900000,0.900000,0.933333,0.900000,0.927280,0.941613,0.901605,0.870354,0.857110,0.921757,0.932807,0.867982,0.933520,0.850000,0.905764,17.209518,k10|k3|k17
53,1.000000,0.894010,0.927755,0.806399,0.790303,0.839959,0.850000,0.800009,0.800009,0.900000,0.877822,0.937816,0.919332,0.775527,0.751847,0.882770,0.869385,0.884887,0.914184,0.843733,0.856092,16.265747,k10|k1|k11
54,1.000000,0.841138,0.779658,0.861025,0.856344,0.894681,0.850000,0.900000,0.933333,0.799965,0.904778,0.867350,0.768277,0.869501,0.842796,0.874895,0.679269,0.865020,0.698201,0.800009,0.836118,15.886240,k7|k9|k6
55,1.000000,0.691843,0.930985,0.671688,0.727264,0.913647,0.800000,0.799983,0.933333,0.900000,0.906147,0.958620,0.947130,0.643010,0.684097,0.780053,0.865284,0.911400,0.900886,0.903146,0.835185,15.868517,k10|k11|k7
56,1.000000,0.882732,0.813795,0.920663,0.889536,0.821288,0.825000,0.900000,0.933333,0.900000,0.925000,0.976361,0.971172,0.917791,0.880539,0.934306,0.898023,0.857982,0.948248,0.886593,0.899072,17.082363,k10|k11|k17
57,1.000000,0.947489,0.916413,0.953161,0.906711,0.890240,0.875000,0.900000,0.900000,0.900000,0.933333,0.936848,0.918396,0.955968,0.848010,0.892004,0.848806,0.892004,0.867988,0.905204,0.904609,17.187576,k12|k2|k0
58,0.530270,0.885510,0.837915,0.793706,0.724734,0.814757,0.825000,0.850000,0.900000,0.900000,0.914365,0.777857,0.774233,0.577275,0.740907,0.757073,0.631818,0.697714,0.904063,0.881255,0.799378,15.188184,k9|k17|k7
59,0.825627,0.444054,0.667806,0.375521,0.226367,0.754186,0.800009,0.800009,0.400000,0.800009,0.239102,0.157605,0.209332,0.257231,0.524175,0.281062,0.326974,0.642607,0.129629,0.725000,0.461088,8.760674,k8|k5|k6
60,1.000000,0.928011,0.854524,0.918013,0.858768,0.881383,0.799965,0.900000,0.933333,0.900000,0.762001,0.845101,0.794519,0.855799,0.905610,0.911739,0.788840,0.772076,0.845966,0.897999,0.860718,16.353647,k7|k0|k2
61,1.000000,0.867555,0.838056,0.847433,0.868327,0.856062,0.800009,0.800004,0.633333,0.799981,0.775000,0.886446,0.887105,0.749440,0.732205,0.861109,0.872284,0.931575,0.815888,0.825000,0.823517,15.646815,k16|k11|k10
62,1.000000,0.877116,0.814134,0.868473,0.926091,0.889760,0.799991,0.900000,0.900000,0.900000,0.936585,0.947834,0.952641,0.657495,0.748503,0.726945,0.877501,0.868503,0.777866,0.836836,0.852962,16.206274,k11|k10|k9
63,1.000000,0.891330,0.910374,0.921931,0.834813,0.868357,0.900000,0.799965,0.900000,0.850000,0.931130,0.959863,0.943654,0.939651,0.873209,0.920376,0.912070,0.856661,0.926250,0.919785,0.897864,17.059419,k10|k11|k12
64,1.000000,0.871532,0.937283,0.960041,0.974914,0.917592,0.900000,0.850000,0.933333,0.850000,0.926650,0.972141,0.934643,0.953750,0.869862,0.891378,0.949464,0.859145,0.843757,0.882218,0.909353,17.277703,k3|k10|k2
65,1.000000,0.889004,0.872746,0.864414,0.868052,0.896933,0.900000,0.800009,0.900000,0.900000,0.916536,0.938209,0.808600,1.000000,0.866666,0.885716,0.880000,0.885713,0.773737,0.826176,0.877501,16.672511,k12|k10|k9
66,1.000000,0.853979,0.781568,0.911247,0.916185,0.845513,0.875000,0.900000,0.900000,0.799982,0.853645,0.793075,0.763520,0.759988,0.806379,0.777584,0.700000,0.688001,0.869496,0.865417,0.824241,15.660579,k3|k2|k7
67,1.000000,0.855868,0.805290,0.932389,0.898538,0.901200,0.900000,0.650000,0.666667,0.700000,0.764574,0.877618,0.882411,0.902259,0.856087,0.924321,0.888638,0.895570,0.890709,0.833519,0.843456,16.025658,k2|k14|k12
68,0.940088,0.805729,0.910555,0.905006,0.910943,0.896723,0.850000,0.900000,0.866667,0.850000,0.900422,0.872227,0.941945,0.934425,0.847344,0.927192,0.937939,0.872427,0.879369,0.900000,0.889943,16.908914,k11|k15|k12
69,0.852022,0.840189,0.882377,0.894448,0.916990,0.842856,0.850000,0.800000,0.766667,0.800000,0.869276,0.908161,0.953522,0.932528,0.853492,0.887182,0.882113,0.829296,0.865820,0.833950,0.863625,16.408867,k11|k12|k3
70,1.000000,0.904254,0.865337,0.842377,0.875111,0.768251,0.800000,0.850000,0.850000,0.850000,0.933333,0.863661,0.832355,0.893368,0.923510,0.895595,0.669741,0.860875,0.842696,0.817514,0.849367,16.137978,k9|k13|k0
71,0.974841,0.847568,0.862223,0.902410,0.901188,0.756103,0.850000,0.900000,0.900000,0.900000,0.925137,0.885962,0.820804,0.845897,0.851370,0.894211,0.688777,0.829215,0.793754,0.810843,0.850814,16.165464,k9|k2|k3
72,1.000000,0.877430,0.921253,0.951884,0.926875,0.882124,0.875000,0.900000,0.900000,0.900000,0.924099,0.980710,0.939026,0.948907,0.902789,0.890556,0.942392,0.860089,0.856436,0.872013,0.907978,17.251584,k10|k2|k12
73,1.000000,0.910832,0.916376,0.939016,0.892283,0.865410,0.850000,0.900000,0.933333,0.799999,0.947587,0.952622,0.941329,0.970383,0.893571,0.906122,0.885923,0.870582,0.900258,0.917887,0.904922,17.193513,k12|k10|k9
74,1.000000,0.934221,0.945279,0.883050,0.888382,0.881304,0.875000,0.800000,0.866667,0.800003,0.859377,0.880111,0.900371,0.962935,0.834305,0.894077,0.927413,0.890499,0.854385,0.879661,0.881949,16.757040,k12|k1|k0
75,1.000000,0.867806,0.905466,0.964173,0.945254,0.929057,0.900000,0.900000,0.933333,0.850000,0.876055,0.923862,0.881287,0.906726,0.886157,0.913740,0.941896,0.799965,0.906301,0.915092,0.902430,17.146171,k2|k3|k15
76,0.909366,0.927975,0.741108,0.822213,0.841870,0.684237,0.700000,0.900000,0.850000,0.850000,0.925000,0.923499,0.851235,0.660408,0.721852,0.901361,0.834227,0.932060,0.949226,0.750000,0.829804,15.766272,k17|k16|k0
77,0.543833,0.712760,0.858056,0.550771,0.878109,0.849262,0.800000,0.650000,0.633333,0.650000,0.591495,0.363520,0.559713,0.666411,0.692775,0.692775,0.406718,0.799965,0.063912,0.738803,0.639915,12.158378,k3|k1|k4
78,0.979504,0.937184,0.864390,0.935896,0.917140,0.898737,0.900000,0.850000,0.900000,0.900000,0.907882,0.939310,0.908038,0.830455,0.793905,0.841640,0.873909,0.794951,0.943415,0.918234,0.887110,16.855085,k17|k10|k0
79,0.943721,0.885662,0.895752,0.885816,0.937317,0.853268,0.850000,0.900000,0.900000,0.850000,0.928976,0.941484,0.937028,0.902138,0.825593,0.791412,0.928266,0.741755,0.852842,0.762838,0.872113,16.570148,k10|k3|k11
80,1.000000,0.934006,0.872286,0.935425,0.899275,0.871762,0.875000,0.900000,0.866667,0.900000,0.845240,0.876561,0.869161,0.816411,0.827407,0.912332,0.883370,0.857535,0.940708,0.825000,0.879376,16.708144,k17|k2|k0
81,1.000000,0.934593,0.875719,0.964812,0.950478,0.847036,0.875000,0.900000,0.900000,0.900000,0.933333,0.954906,0.950366,0.952980,0.872252,0.917729,0.942078,0.854883,0.930436,0.827036,0.909665,17.283637,k2|k10|k12
82,1.000000,0.850328,0.863708,0.902930,0.890460,0.914674,0.825000,0.900000,0.900000,0.900000,0.822869,0.924593,0.867260,0.901830,0.804084,0.780704,0.910908,0.819633,0.806751,0.733008,0.858881,16.318740,k10|k4|k15
83,1.000000,0.824021,0.914801,0.868772,0.894668,0.830219,0.875000,0.850000,0.900000,0.799965,0.956583,0.957620,0.913686,0.938722,0.876461,0.912481,0.894468,0.857505,0.937665,0.836803,0.886286,16.839439,k10|k9|k12
84,1.000000,0.869396,0.897856,0.935668,0.879001,0.908533,0.800009,0.900000,0.933333,0.799965,0.876011,0.875460,0.884621,0.921830,0.892724,0.887980,0.830908,0.798365,0.851924,0.812864,0.871392,16.556448,k2|k7|k12
85,1.000000,0.853611,0.886583,0.893920,0.906486,0.838703,0.799975,0.799977,0.900000,0.850000,0.920708,0.928517,0.927618,0.950351,0.900482,0.916080,0.926896,0.856778,0.889903,0.841216,0.883569,16.787805,k12|k10|k11
86,1.000000,0.833783,0.689060,0.963135,0.945661,0.923402,0.850000,0.799965,0.900000,0.900000,0.874260,0.888947,0.910347,0.919250,0.849019,0.783287,0.940107,0.816239,0.889253,0.848541,0.869698,16.524256,k2|k3|k15
87,1.000000,0.843574,0.929437,0.907437,0.850901,0.899826,0.850000,0.900000,0.933333,0.900000,0.900000,0.796951,0.853575,0.877798,0.841913,0.814364,0.888886,0.824439,0.829297,0.825000,0.866670,16.466731,k7|k1|k2
88,1.000000,0.868801,0.914006,0.935120,0.919769,0.934210,0.850000,0.900000,0.933333,0.900000,0.954712,0.966206,0.938071,0.905382,0.864182,0.946285,0.942088,0.858056,0.940531,0.896098,0.914045,17.366851,k10|k9|k14
89,1.000000,0.889848,0.953975,0.954507,0.958860,0.863344,0.900000,0.900000,0.799965,0.799986,0.904956,0.934964,0.914563,0.932862,0.875795,0.939697,0.913427,0.854573,0.962118,0.849499,0.900155,17.102940,k17|k3|k2
90,0.905333,0.552657,0.886470,0.719735,0.783172,0.937197,0.825000,0.700000,0.633333,0.800007,0.825000,0.643362,0.842194,0.817210,0.690172,0.227359,0.876558,0.686718,0.272568,0.496051,0.695514,13.214764,k4|k1|k15
91,1.000000,0.887150,0.898627,0.937557,0.936072,0.799990,0.800009,0.850000,0.900000,0.800009,0.950000,0.958055,0.919255,0.890630,0.864225,0.870279,0.944196,0.873182,0.918694,0.884716,0.888560,16.882647,k10|k9|k15
92,1.000000,0.857613,0.785047,0.954196,0.871822,0.846943,0.825000,0.900000,0.866667,0.799987,0.877828,0.917041,0.830366,0.941353,0.904252,0.910904,0.851729,0.857820,0.916154,0.725000,0.865249,16.439722,k2|k12|k10
93,1.000000,0.869827,0.892609,0.904087,0.913502,0.901798,0.799984,0.900000,0.933333,0.799976,0.807943,0.937493,0.932829,0.908842,0.842222,0.868967,0.918232,0.870365,0.923519,0.850000,0.882922,16.775526,k10|k7|k11
94,1.000000,0.904621,0.854490,0.932525,0.940985,0.920170,0.900000,0.900000,0.900000,0.900000,0.925000,0.956018,0.961166,0.876018,0.870043,0.866254,0.931997,0.824792,0.919803,0.851942,0.901885,17.135823,k11|k10|k3
95,0.399853,0.787893,0.615891,0.288765,0.231815,0.368659,0.400000,0.850000,0.866667,0.850000,0.860202,0.943834,0.976335,1.000000,0.835753,0.774509,0.938462,0.751214,0.883752,0.901248,0.743421,14.124998,k12|k11|k10
