student_id,c,alpha_k0,alpha_k1,alpha_k2,alpha_k3,alpha_k4,alpha_k5,alpha_k6,alpha_k7,alpha_k8,alpha_k9,alpha_k10,alpha_k11,alpha_k12,alpha_k13,alpha_k14,alpha_k15,alpha_k16,alpha_k17,alpha_k18,alpha_mean,alpha_sum,alpha_topk
10,nan,0.622401,0.666314,0.731686,0.730020,0.674956,0.555449,0.371840,0.301530,0.544799,0.512997,0.786386,0.743082,0.713714,0.613164,0.662035,0.647264,0.615001,0.723737,0.638718,0.623952,11.855094,k10|k11|k2
11,nan,0.543332,0.755270,0.482056,0.482189,0.482274,0.548347,0.467889,0.535218,0.507968,0.346857,0.258517,0.291870,0.246392,0.342445,0.330124,0.340443,0.479537,0.292479,0.631080,0.440226,8.364286,k1|k18|k5
12,nan,0.710930,0.712506,0.722854,0.737660,0.663499,0.607612,0.491382,0.698012,0.430577,0.659242,0.692034,0.640823,0.674639,0.608048,0.690536,0.693651,0.600414,0.691050,0.602984,0.648866,12.328452,k3|k2|k1
13,nan,0.312000,0.469164,0.365571,0.479046,0.410118,0.615411,0.653064,0.643358,0.601910,0.734317,0.508428,0.526995,0.540056,0.485147,0.473723,0.692255,0.428372,0.770558,0.694383,0.547573,10.403878,k17|k9|k18
14,nan,0.515298,0.719714,0.703306,0.759342,0.636594,0.583399,0.587612,0.633906,0.661520,0.731170,0.532782,0.711466,0.701662,0.584533,0.648170,0.649366,0.511132,0.726245,0.616726,0.642839,12.213943,k3|k9|k17
15,nan,0.738846,0.701467,0.697670,0.719081,0.655442,0.545259,0.627491,0.648112,0.621120,0.591834,0.728431,0.723481,0.710166,0.669435,0.661369,0.662572,0.573597,0.697142,0.637143,0.663666,12.609660,k0|k10|k11
16,nan,0.702206,0.721053,0.661190,0.740328,0.686466,0.608859,0.629923,0.608778,0.441974,0.663997,0.768614,0.746154,0.675897,0.576498,0.705785,0.704550,0.579427,0.741381,0.656097,0.664167,12.619178,k10|k11|k17
17,nan,0.713928,0.740419,0.647033,0.670526,0.588420,0.607455,0.617290,0.557753,0.618241,0.700873,0.731917,0.713297,0.718870,0.643910,0.639290,0.703234,0.679994,0.716270,0.645123,0.665992,12.653844,k1|k10|k12
18,nan,0.388682,0.357875,0.417831,0.266655,0.311750,0.443489,0.364531,0.505414,0.530766,0.334664,0.253922,0.286918,0.360887,0.471250,0.437010,0.310322,0.312790,0.268325,0.471770,0.373413,7.094851,k8|k7|k18
19,nan,0.352314,0.476900,0.441830,0.280992,0.288487,0.485273,0.483307,0.358926,0.467365,0.368370,0.273016,0.270258,0.267502,0.389061,0.317566,0.329765,0.336335,0.285158,0.566378,0.370463,7.038804,k18|k5|k6
20,nan,0.510332,0.593534,0.511153,0.540807,0.481221,0.567953,0.466403,0.594521,0.601510,0.640098,0.347468,0.514493,0.443200,0.540735,0.359032,0.664670,0.537948,0.325357,0.586233,0.517193,9.826668,k15|k9|k8
21,nan,0.707700,0.707933,0.746231,0.707380,0.649886,0.506862,0.577317,0.646233,0.629704,0.650351,0.540986,0.491692,0.567638,0.484910,0.414628,0.635329,0.441788,0.774786,0.551102,0.601708,11.432457,k17|k2|k1
22,nan,0.576720,0.445192,0.277028,0.304862,0.388366,0.500026,0.562699,0.304194,0.363873,0.319250,0.274474,0.275742,0.230153,0.404766,0.353110,0.325906,0.325524,0.322780,0.425358,0.367370,6.980023,k0|k6|k5
23,nan,0.412910,0.432060,0.562331,0.499305,0.727315,0.605624,0.580682,0.638522,0.595637,0.376743,0.301660,0.238121,0.382465,0.688276,0.582707,0.338337,0.408867,0.259021,0.335272,0.471887,8.965857,k4|k13|k7
24,nan,0.654504,0.719279,0.714513,0.707406,0.590281,0.521149,0.650904,0.557449,0.605652,0.671264,0.756055,0.716760,0.693044,0.633682,0.643596,0.691717,0.533623,0.702827,0.593848,0.650398,12.357553,k10|k1|k11
25,nan,0.667934,0.691247,0.731098,0.683592,0.670792,0.578503,0.510643,0.633722,0.617682,0.652338,0.738371,0.614970,0.665230,0.659801,0.711574,0.694617,0.642273,0.726232,0.604687,0.657648,12.495307,k10|k2|k17
26,nan,0.655154,0.646209,0.753146,0.743645,0.620534,0.619762,0.626656,0.615216,0.632668,0.728370,0.772776,0.714446,0.742918,0.668054,0.710206,0.669208,0.579605,0.770264,0.616700,0.678186,12.885537,k10|k17|k2
27,nan,0.729600,0.690999,0.697298,0.689308,0.694278,0.555732,0.614406,0.582665,0.473639,0.695752,0.482622,0.426558,0.762942,0.602601,0.394525,0.700400,0.403954,0.791550,0.585868,0.609195,11.574699,k17|k12|k0
28,nan,0.698555,0.670546,0.739250,0.732594,0.709286,0.593229,0.538451,0.701010,0.625568,0.673663,0.681912,0.733532,0.647917,0.551206,0.628424,0.676555,0.670993,0.708483,0.594722,0.661889,12.575896,k2|k11|k3
29,nan,0.711941,0.639778,0.688118,0.690284,0.707683,0.660552,0.464918,0.568726,0.583147,0.694064,0.722102,0.736779,0.695921,0.652978,0.651001,0.670026,0.587120,0.734604,0.508707,0.650971,12.368447,k11|k17|k10
30,nan,0.704449,0.656251,0.715852,0.767486,0.611936,0.474765,0.632529,0.516184,0.495768,0.664449,0.651650,0.694913,0.682404,0.563127,0.685892,0.674830,0.639257,0.784727,0.613805,0.643699,12.230276,k17|k3|k2
31,nan,0.715593,0.690031,0.686846,0.728935,0.696726,0.595697,0.590558,0.650101,0.614896,0.710818,0.790488,0.705906,0.740437,0.590549,0.689187,0.667171,0.600375,0.776738,0.610450,0.676395,12.851504,k10|k17|k12
32,nan,0.668397,0.658816,0.735644,0.738247,0.612712,0.616907,0.666815,0.647758,0.564893,0.693826,0.776081,0.726890,0.656402,0.639451,0.708214,0.638320,0.653810,0.731547,0.608880,0.670716,12.743610,k10|k3|k2
33,nan,0.655181,0.673979,0.740668,0.713712,0.730189,0.489915,0.518630,0.682574,0.632461,0.694400,0.726324,0.733361,0.756230,0.643245,0.727934,0.708861,0.607563,0.691600,0.594090,0.669522,12.720917,k12|k2|k11
34,nan,0.358633,0.407345,0.371663,0.756563,0.375496,0.465993,0.536127,0.613710,0.589142,0.712084,0.481822,0.510497,0.528856,0.504129,0.458337,0.657813,0.419850,0.790575,0.669660,0.537279,10.208293,k17|k3|k9
35,nan,0.677883,0.727843,0.733548,0.722588,0.653402,0.596658,0.363873,0.481178,0.465499,0.695606,0.762761,0.706473,0.685030,0.630513,0.680533,0.678489,0.600225,0.753955,0.558579,0.640770,12.174636,k10|k17|k2
36,nan,0.670643,0.662510,0.729383,0.748754,0.677908,0.563122,0.499240,0.592135,0.534259,0.714900,0.780600,0.725338,0.716432,0.643970,0.697817,0.649093,0.612955,0.797673,0.545634,0.661177,12.562367,k17|k10|k3
37,nan,0.703496,0.410248,0.500225,0.701137,0.689512,0.478795,0.621252,0.588558,0.648452,0.687583,0.724043,0.729237,0.703051,0.607616,0.687122,0.710179,0.644699,0.682855,0.633415,0.639551,12.151474,k11|k10|k15
38,nan,0.702819,0.658692,0.736672,0.717237,0.653308,0.463441,0.608601,0.584670,0.595291,0.687555,0.654653,0.702092,0.616869,0.687851,0.707603,0.583547,0.640954,0.758160,0.534459,0.647078,12.294474,k17|k2|k3
39,nan,0.665846,0.651889,0.710140,0.727452,0.701174,0.601211,0.649903,0.644763,0.656793,0.689962,0.770196,0.721647,0.690055,0.554161,0.684072,0.646036,0.654587,0.731960,0.631275,0.672796,12.783122,k10|k17|k3
40,nan,0.713707,0.460815,0.444460,0.711437,0.349801,0.514243,0.345160,0.308504,0.360096,0.405571,0.799637,0.724128,0.704270,0.622828,0.672071,0.680547,0.597403,0.759064,0.615302,0.567844,10.789042,k10|k17|k11
41,nan,0.692623,0.729636,0.708617,0.669332,0.690049,0.597606,0.615647,0.619577,0.510329,0.661321,0.706077,0.740704,0.694671,0.593667,0.699828,0.697322,0.652332,0.689896,0.646394,0.663980,12.615628,k11|k1|k2
42,nan,0.690036,0.711626,0.699742,0.749176,0.655306,0.605532,0.627979,0.660390,0.544490,0.736069,0.755950,0.746293,0.376479,0.304724,0.508448,0.469823,0.678901,0.734502,0.618077,0.624923,11.873543,k10|k3|k11
43,nan,0.714624,0.675538,0.722832,0.749422,0.683261,0.581407,0.614252,0.610727,0.572682,0.684322,0.730887,0.726159,0.734712,0.648091,0.679287,0.706457,0.648847,0.751411,0.559384,0.673384,12.794304,k17|k3|k12
44,nan,0.727336,0.662055,0.765058,0.703107,0.650276,0.610911,0.585611,0.597232,0.595798,0.653466,0.768630,0.746232,0.733678,0.590105,0.677710,0.704764,0.627241,0.731261,0.600332,0.670042,12.730802,k10|k2|k11
45,nan,0.702684,0.668382,0.724519,0.717312,0.645971,0.491951,0.464229,0.704335,0.585099,0.629649,0.790331,0.706398,0.715292,0.639125,0.675763,0.685788,0.613111,0.747692,0.598301,0.658207,12.505932,k10|k17|k2
46,nan,0.699345,0.705913,0.719742,0.719781,0.722144,0.537337,0.599075,0.579152,0.637667,0.682038,0.758314,0.718982,0.711412,0.661374,0.671724,0.704689,0.602181,0.710613,0.539181,0.667403,12.680665,k10|k4|k3
47,nan,0.700956,0.675007,0.681957,0.711321,0.715217,0.480272,0.598788,0.659897,0.634378,0.633739,0.791492,0.708875,0.660940,0.617342,0.719502,0.701351,0.635043,0.734592,0.549640,0.663701,12.610310,k10|k17|k14
48,nan,0.714607,0.712490,0.761400,0.736211,0.733958,0.597003,0.642367,0.588628,0.647440,0.720640,0.484255,0.536420,0.597908,0.458416,0.350760,0.687379,0.471954,0.486570,0.622354,0.607935,11.550759,k2|k3|k4
49,nan,0.664951,0.633355,0.701977,0.736113,0.639434,0.549679,0.533278,0.620178,0.609363,0.682310,0.799471,0.753005,0.737735,0.599912,0.679293,0.638689,0.539583,0.727888,0.650536,0.657724,12.496748,k10|k11|k12
50,nan,0.672598,0.722820,0.683571,0.737439,0.659911,0.531745,0.656783,0.671295,0.608330,0.688474,0.748360,0.729023,0.699672,0.681432,0.678727,0.733263,0.629127,0.725740,0.538011,0.673491,12.796321,k10|k3|k15
51,nan,0.705804,0.697379,0.665534,0.755640,0.679085,0.605251,0.490073,0.632918,0.611283,0.703584,0.785172,0.744780,0.713200,0.617405,0.683829,0.676656,0.645932,0.739741,0.596875,0.671060,12.750143,k10|k3|k11
52,nan,0.720645,0.661155,0.744442,0.744790,0.656680,0.605263,0.592265,0.650795,0.631420,0.699547,0.760029,0.751158,0.728827,0.621626,0.694159,0.682954,0.590271,0.741805,0.572634,0.676340,12.850464,k10|k11|k3
53,nan,0.698700,0.696316,0.728479,0.724566,0.707335,0.577262,0.451876,0.519946,0.601056,0.708347,0.799335,0.716496,0.718675,0.636478,0.646437,0.701327,0.603674,0.740684,0.589767,0.661408,12.566757,k10|k17|k2
54,nan,0.695498,0.615565,0.702748,0.707444,0.679128,0.568602,0.631975,0.633984,0.434266,0.661217,0.786732,0.720679,0.666087,0.576962,0.693732,0.682123,0.628335,0.703191,0.475599,0.645467,12.263866,k10|k11|k3
55,nan,0.440569,0.763573,0.408474,0.450375,0.688068,0.614254,0.525022,0.622854,0.582326,0.688133,0.771035,0.759477,0.770569,0.595025,0.651888,0.724919,0.591092,0.774229,0.683139,0.637106,12.105021,k17|k10|k12
56,nan,0.722299,0.679925,0.703117,0.759403,0.629361,0.633459,0.619754,0.626651,0.632734,0.673265,0.769962,0.766343,0.664698,0.633529,0.702140,0.662040,0.630511,0.732407,0.617347,0.676787,12.858946,k10|k11|k3
57,nan,0.712081,0.697334,0.706781,0.689133,0.678645,0.609958,0.630015,0.614846,0.589361,0.676779,0.761874,0.715004,0.697889,0.554115,0.640025,0.664020,0.688597,0.725094,0.669191,0.669513,12.720743,k10|k17|k11
58,nan,0.540539,0.733664,0.512603,0.726848,0.463006,0.642662,0.636419,0.618584,0.624177,0.639728,0.493607,0.536667,0.685198,0.642272,0.496330,0.677181,0.336636,0.762746,0.647466,0.600860,11.416332,k17|k1|k3
59,nan,0.318275,0.537335,0.275214,0.317179,0.474537,0.515088,0.522694,0.382703,0.523781,0.329314,0.267483,0.303898,0.367619,0.348254,0.348984,0.302195,0.466901,0.247819,0.617526,0.392989,7.466799,k18|k1|k8
60,nan,0.685106,0.728313,0.642543,0.704398,0.661388,0.492461,0.611014,0.619349,0.590474,0.667877,0.739435,0.700292,0.713905,0.627178,0.688784,0.676394,0.651238,0.735453,0.628414,0.661264,12.564017,k10|k17|k1
61,nan,0.687421,0.671082,0.635486,0.717329,0.698019,0.492437,0.577603,0.628897,0.542117,0.691328,0.761533,0.750125,0.701630,0.661420,0.683049,0.662038,0.651443,0.709971,0.600246,0.659114,12.523174,k10|k11|k3
62,nan,0.677923,0.654749,0.757144,0.696836,0.637672,0.501920,0.607608,0.615082,0.622619,0.688075,0.734339,0.755776,0.708348,0.613168,0.623585,0.734177,0.644849,0.751790,0.597763,0.664391,12.623424,k2|k11|k17
63,nan,0.744389,0.659856,0.699232,0.703999,0.691968,0.562716,0.455658,0.612429,0.624215,0.683575,0.709949,0.707532,0.723253,0.618149,0.674165,0.605157,0.651467,0.726011,0.602945,0.655614,12.456668,k0|k17|k12
64,nan,0.674339,0.672598,0.750424,0.727751,0.715043,0.596307,0.650980,0.645018,0.680355,0.661801,0.786426,0.761405,0.693506,0.661088,0.711005,0.709524,0.639652,0.740298,0.572621,0.686850,13.050143,k10|k11|k2
65,nan,0.695299,0.726347,0.731697,0.724796,0.641477,0.623424,0.499084,0.660083,0.636565,0.724645,0.747469,0.735328,0.719936,0.587976,0.669660,0.630774,0.636307,0.768827,0.614494,0.672326,12.774189,k17|k10|k11
66,nan,0.762471,0.683715,0.765532,0.724838,0.619591,0.584963,0.647026,0.625919,0.548169,0.599130,0.714646,0.712149,0.687384,0.707586,0.681380,0.628993,0.559567,0.747476,0.640405,0.665313,12.640939,k2|k0|k17
67,nan,0.745754,0.702350,0.729749,0.666588,0.648439,0.585315,0.609563,0.621251,0.669792,0.680196,0.782074,0.736094,0.709282,0.640881,0.672257,0.611655,0.642922,0.691912,0.611142,0.671432,12.757216,k10|k0|k11
68,nan,0.521893,0.690519,0.726593,0.735940,0.726792,0.639459,0.635459,0.636077,0.638232,0.722359,0.534717,0.750451,0.717326,0.538146,0.693498,0.699701,0.618865,0.755251,0.571471,0.660671,12.552750,k17|k11|k3
69,nan,0.501284,0.647999,0.730171,0.738310,0.712207,0.597950,0.628461,0.650403,0.618039,0.700884,0.571893,0.768626,0.675441,0.575874,0.684735,0.611838,0.620740,0.723188,0.638330,0.652441,12.396373,k11|k3|k2
70,nan,0.665924,0.674635,0.494581,0.723184,0.483430,0.608655,0.613367,0.643941,0.593136,0.683695,0.804931,0.737916,0.690715,0.635909,0.655038,0.662135,0.617014,0.740586,0.709288,0.654636,12.438080,k10|k17|k11
71,nan,0.689636,0.710471,0.718255,0.717170,0.627252,0.601187,0.633281,0.641973,0.626283,0.659698,0.795458,0.714270,0.698456,0.618535,0.608766,0.660308,0.641988,0.734039,0.648826,0.670834,12.745850,k10|k17|k2
72,nan,0.689778,0.679387,0.749041,0.727733,0.693290,0.611092,0.643407,0.562868,0.617408,0.709869,0.748005,0.728510,0.724929,0.610813,0.733749,0.653967,0.600636,0.702697,0.659229,0.676127,12.846408,k2|k10|k14
73,nan,0.709394,0.682066,0.718379,0.685161,0.671549,0.597722,0.572505,0.644811,0.496568,0.696914,0.775705,0.764130,0.699788,0.629818,0.678657,0.681564,0.645875,0.726316,0.574280,0.665853,12.651199,k10|k11|k17
74,nan,0.735744,0.709612,0.725955,0.713620,0.650952,0.605820,0.589187,0.644013,0.479218,0.638657,0.782960,0.736196,0.655862,0.604062,0.691559,0.657093,0.672160,0.698181,0.637141,0.664631,12.627994,k10|k11|k0
75,nan,0.634560,0.679034,0.709385,0.723750,0.678477,0.536779,0.596210,0.658556,0.617255,0.652278,0.734370,0.691115,0.729131,0.640363,0.640138,0.676856,0.506666,0.701228,0.628209,0.654440,12.434361,k10|k12|k3
76,nan,0.668392,0.688192,0.668021,0.691166,0.649183,0.581824,0.615534,0.602790,0.641942,0.676364,0.779558,0.727864,0.709119,0.618119,0.654578,0.679015,0.646530,0.763265,0.574169,0.665033,12.635625,k10|k17|k11
77,nan,0.396629,0.781408,0.410986,0.673118,0.521955,0.605705,0.624199,0.631415,0.585523,0.577041,0.433831,0.429609,0.576253,0.448192,0.442712,0.425625,0.501040,0.286980,0.429070,0.514805,9.781288,k1|k3|k7
78,nan,0.640934,0.652429,0.760202,0.720262,0.659954,0.618708,0.569238,0.636590,0.614218,0.666110,0.718796,0.751886,0.708465,0.583404,0.595003,0.662507,0.690381,0.722590,0.615901,0.662504,12.587578,k2|k11|k17
79,nan,0.688039,0.676222,0.710772,0.734907,0.674731,0.583288,0.646148,0.692940,0.604361,0.626296,0.776237,0.721091,0.712210,0.622613,0.682902,0.710094,0.609567,0.718581,0.562133,0.671217,12.753130,k10|k3|k11
80,nan,0.713985,0.680605,0.716038,0.708862,0.648595,0.604577,0.636421,0.626171,0.600702,0.704409,0.777800,0.739752,0.679847,0.613117,0.682433,0.674603,0.607027,0.734811,0.604647,0.671284,12.754400,k10|k11|k17
81,nan,0.701355,0.654183,0.741861,0.712900,0.599585,0.576411,0.609105,0.596803,0.611131,0.646327,0.786365,0.728471,0.690424,0.550241,0.687020,0.712944,0.636166,0.672746,0.563145,0.656694,12.477184,k10|k2|k11
82,nan,0.706870,0.671796,0.719776,0.693124,0.649735,0.583161,0.624468,0.595702,0.606482,0.647861,0.775698,0.735804,0.741271,0.578695,0.670475,0.633626,0.535184,0.774967,0.636931,0.662191,12.581626,k10|k17|k12
83,nan,0.661531,0.697370,0.672608,0.738830,0.628029,0.636321,0.645199,0.668622,0.512180,0.670911,0.746246,0.689883,0.702420,0.632107,0.692789,0.659916,0.680192,0.686430,0.632677,0.666014,12.654264,k10|k3|k12
84,nan,0.670795,0.665450,0.753340,0.680865,0.693982,0.504124,0.596730,0.666590,0.520440,0.729466,0.760789,0.705906,0.725993,0.624105,0.694079,0.642827,0.609965,0.741888,0.519902,0.658276,12.507239,k10|k2|k17
85,nan,0.660518,0.737321,0.697792,0.721985,0.504797,0.521342,0.549284,0.627739,0.597698,0.678748,0.771051,0.776163,0.726097,0.615675,0.688547,0.686005,0.613488,0.734083,0.580573,0.657311,12.488905,k11|k10|k1
86,nan,0.653900,0.423459,0.750121,0.720886,0.671949,0.525674,0.504601,0.588273,0.606710,0.707676,0.746328,0.680346,0.686240,0.641133,0.653021,0.677558,0.661195,0.735107,0.598653,0.643833,12.232830,k2|k10|k17
87,nan,0.630498,0.616654,0.725197,0.734472,0.700252,0.602680,0.580393,0.625682,0.650141,0.687994,0.691637,0.709252,0.744439,0.637258,0.664300,0.679871,0.589715,0.699419,0.558585,0.659391,12.528438,k12|k3|k2
88,nan,0.647907,0.695289,0.700893,0.741552,0.732711,0.611763,0.636726,0.688626,0.593700,0.692568,0.762684,0.756295,0.728202,0.603626,0.698731,0.660835,0.588578,0.743170,0.627624,0.679552,12.911479,k10|k11|k17
89,nan,0.623443,0.690232,0.673677,0.714432,0.681015,0.598946,0.610038,0.481213,0.480117,0.709035,0.773845,0.745054,0.696713,0.644051,0.639365,0.655747,0.648702,0.716533,0.638838,0.653737,12.420995,k10|k11|k17
90,nan,0.359331,0.748693,0.427765,0.683791,0.680927,0.565287,0.615177,0.654237,0.424105,0.652824,0.444569,0.643089,0.543777,0.469784,0.335567,0.694997,0.498160,0.316363,0.415897,0.535492,10.174339,k1|k15|k3
91,nan,0.729202,0.723756,0.722902,0.642229,0.491256,0.541901,0.633251,0.610753,0.501363,0.719511,0.716888,0.688271,0.703134,0.651197,0.657914,0.725775,0.693139,0.734675,0.605948,0.657530,12.493062,k17|k0|k15
92,nan,0.706075,0.702768,0.718749,0.706490,0.686805,0.591583,0.620281,0.582282,0.500873,0.678848,0.787123,0.703653,0.694297,0.659264,0.675820,0.673636,0.553396,0.765585,0.581025,0.662555,12.588552,k10|k17|k2
93,nan,0.658094,0.604184,0.724057,0.690990,0.669956,0.572935,0.647443,0.706587,0.464194,0.695040,0.764882,0.802241,0.724564,0.542875,0.691893,0.655840,0.605570,0.730263,0.556562,0.658325,12.508169,k11|k10|k17
94,nan,0.698679,0.643244,0.714412,0.698462,0.699521,0.571589,0.594285,0.625282,0.600737,0.722698,0.784977,0.725118,0.728980,0.619471,0.635158,0.695941,0.570685,0.668555,0.633309,0.664795,12.631104,k10|k12|k11
95,nan,0.523188,0.454155,0.266629,0.272375,0.365071,0.317274,0.645911,0.637812,0.627079,0.694740,0.567195,0.521047,0.573084,0.503043,0.409337,0.632782,0.485194,0.670876,0.672656,0.517866,9.839447,k9|k18|k17
