student_id,c,alpha_k0,alpha_k1,alpha_k2,alpha_k3,alpha_k4,alpha_k5,alpha_k6,alpha_k7,alpha_k8,alpha_k9,alpha_k10,alpha_k11,alpha_k12,alpha_k13,alpha_k14,alpha_k15,alpha_k16,alpha_k17,alpha_k18,alpha_mean,alpha_sum,alpha_topk
14,0.934109,0.841720,0.779046,0.915589,0.834961,0.760895,0.750000,0.825000,0.900000,0.825000,0.862500,0.787571,0.870291,0.843251,0.831363,0.900000,0.893822,0.800069,0.980161,0.742712,0.839155,15.943952,k17|k2|k7
15,1.029944,0.863295,0.863860,0.923318,0.925757,0.851506,0.825000,0.900000,0.900000,0.900000,0.900000,0.892949,0.942756,0.915209,0.820708,0.848828,0.929599,0.856960,0.861952,0.864076,0.883462,16.785773,k11|k15|k3
16,1.032404,0.802094,0.885036,0.934676,0.949056,0.909124,0.900000,0.900000,0.900000,0.799914,0.900000,0.934625,0.930387,0.924590,0.855087,0.795855,0.939344,0.871830,0.773613,0.807258,0.879605,16.712489,k3|k15|k2
17,1.043824,0.863257,0.949073,0.914838,0.954596,0.868385,0.850000,0.900000,0.900000,0.900000,0.925000,0.888829,0.935368,0.861506,0.825989,0.879810,0.934071,0.847867,0.902063,0.909462,0.895269,17.010113,k3|k1|k11
18,1.179336,0.571515,0.472991,0.651115,0.173988,0.396318,0.800057,0.400000,0.799936,0.800046,0.266667,0.242925,0.380451,0.428237,0.800015,0.510400,0.307973,0.322623,0.097929,0.800046,0.485433,9.223233,k5|k18|k8
19,0.717769,0.622948,0.806348,0.791267,0.426032,0.203918,0.799931,0.799911,0.400000,0.799980,0.400000,0.054819,0.228485,0.091208,0.578508,0.274859,0.345422,0.538007,0.254239,0.799985,0.485046,9.215866,k1|k18|k8
20,0.667491,0.950848,0.878427,0.980622,0.869320,0.772221,0.875000,0.800004,0.900000,0.850000,0.933333,0.254378,0.907764,0.505387,0.776184,0.395829,0.798211,0.799988,0.170698,0.900000,0.753590,14.318214,k2|k0|k9
21,0.662582,0.950353,0.906210,0.932902,0.904845,0.925739,0.800059,0.900000,0.900000,0.900000,0.862720,0.824702,0.657020,0.670852,0.676523,0.698224,0.765829,0.702810,0.860940,0.793420,0.822797,15.633149,k0|k2|k4
22,0.828079,0.924757,0.647957,0.166270,0.198163,0.561672,0.800070,0.799958,0.266667,0.400000,0.243530,0.059106,0.164650,0.056160,0.564375,0.435968,0.308768,0.500360,0.214897,0.603748,0.416688,7.917077,k0|k5|k6
23,1.061851,0.580401,0.693075,0.886202,0.796659,0.911162,0.875000,0.875000,0.866667,0.825000,0.491966,0.049859,0.431338,0.435608,0.821469,0.758319,0.320338,0.519566,0.188749,0.400000,0.617178,11.726378,k4|k2|k6
24,1.016502,0.903248,0.943533,0.970584,0.969530,0.846091,0.799955,0.900000,0.900000,0.900000,0.853755,0.946944,0.929780,0.917906,0.847747,0.844579,0.914007,0.800024,0.890487,0.836602,0.890251,16.914770,k2|k3|k10
25,1.106465,0.791618,0.891928,0.856504,0.858822,0.829458,0.875000,0.800054,0.666667,0.650000,0.682461,0.651939,0.636634,0.611098,0.743853,0.832039,0.626986,0.800608,0.734576,0.904833,0.760267,14.445076,k18|k1|k5
26,1.006297,0.873521,0.941632,0.932028,0.916158,0.899799,0.850000,0.900000,0.933333,0.900000,0.906041,0.925402,0.888382,0.937978,0.874083,0.901507,0.937432,0.857778,0.944472,0.918664,0.907274,17.238209,k17|k1|k12
27,0.716616,1.042001,0.837144,0.942027,0.910180,0.904111,0.799965,0.900000,0.900000,0.800010,0.899644,0.736583,0.667229,0.915996,0.861334,0.699313,0.826286,0.639313,0.867930,0.873108,0.843272,16.022175,k0|k2|k12
28,0.996082,0.898016,0.945440,0.963486,0.888805,0.895296,0.850000,0.799987,0.933333,0.900000,0.905468,0.930718,0.950832,0.877414,0.824528,0.922821,0.932507,0.901036,0.934196,0.848502,0.900126,17.102385,k2|k11|k1
29,1.049985,0.879451,0.926591,0.915118,0.912606,0.891918,0.850000,0.799952,0.900000,0.900000,0.932543,0.915628,0.865883,0.561545,0.809845,0.769851,0.687690,0.727685,0.880796,0.816970,0.839162,15.944071,k9|k1|k10
30,1.092891,0.857562,0.893577,0.903395,0.849990,0.839063,0.800012,0.900000,0.799943,0.800036,0.925000,0.925721,0.848935,0.762270,0.828574,0.938830,0.719676,0.726810,0.839237,0.899623,0.845171,16.058254,k14|k10|k9
31,1.028390,0.936702,0.878345,0.913051,0.930135,0.838881,0.800000,0.900000,0.900000,0.900000,0.951925,0.939889,0.908206,0.918863,0.845309,0.919872,0.940162,0.847030,0.915707,0.909661,0.899671,17.093741,k9|k15|k10
32,1.046595,0.927252,0.932022,0.904150,0.956718,0.915920,0.850000,0.900000,0.900000,0.900000,0.922765,0.933946,0.919356,0.885120,0.860477,0.941139,0.830697,0.816554,0.953539,0.921761,0.903759,17.171415,k3|k17|k14
33,1.040888,0.908683,0.915505,0.944147,0.918098,0.889220,0.799951,0.799952,0.900000,0.900000,0.903383,0.945218,0.930195,0.964332,0.856838,0.916236,0.919381,0.875283,0.911117,0.906206,0.900197,17.103746,k12|k10|k2
34,0.165552,0.657760,0.643327,0.627780,0.578526,0.661111,0.800022,0.799984,0.650000,0.700000,0.631012,0.621795,0.612112,0.620690,0.722331,0.679378,0.686590,0.789959,0.603886,0.754450,0.675827,12.840714,k5|k6|k16
35,1.043844,0.801052,0.880706,0.896876,0.894215,0.837632,0.800000,0.400000,0.799945,0.800073,0.732371,0.881503,0.735743,0.734374,0.821867,0.841251,0.788533,0.794247,0.796723,0.875000,0.795374,15.112110,k2|k3|k10
36,1.026257,0.868632,0.885197,0.903681,0.884733,0.876936,0.800000,0.800002,0.900000,0.799953,0.906602,0.901171,0.886904,0.946343,0.867134,0.905754,0.850000,0.850670,0.952042,0.859267,0.876054,16.645023,k17|k12|k9
37,1.108623,0.814782,0.677953,0.747492,0.836234,0.816176,0.800056,0.900000,0.900000,0.900000,0.725000,0.857660,0.836572,0.855841,0.844012,0.867273,0.792023,0.785914,0.829729,0.883612,0.824754,15.670329,k6|k7|k8
38,1.044054,0.747007,0.893692,0.893989,0.881099,0.840091,0.799909,0.900000,0.900000,0.900000,0.879319,0.937928,0.890953,0.750677,0.795747,0.757643,0.749776,0.888592,0.771193,0.799986,0.840926,15.977599,k10|k8|k7
39,0.987592,0.918872,0.923647,0.924767,0.893105,0.869882,0.850000,0.900000,0.900000,0.900000,0.939579,0.971603,0.963060,0.927836,0.857386,0.929858,0.890166,0.893743,0.967022,0.897248,0.911462,17.317775,k10|k17|k11
40,1.166253,0.862961,0.785854,0.697114,0.830481,0.415832,0.799938,0.400000,0.400000,0.400000,0.460183,0.725291,0.720288,0.731050,0.789650,0.814222,0.796550,0.825550,0.726099,0.875000,0.687161,13.056064,k18|k0|k3
41,1.077046,0.911408,0.876045,0.907981,0.875771,0.840470,0.875000,0.850000,0.850000,0.799949,0.913787,0.886101,0.868864,0.902474,0.865836,0.858685,0.899646,0.885630,0.930059,0.921335,0.879950,16.719041,k17|k18|k9
42,0.917369,0.905259,0.925009,0.930404,0.918924,0.853453,0.900000,0.900000,0.900000,0.799994,0.785097,0.885396,0.866638,0.430263,0.428264,0.821455,0.828441,0.953936,0.920999,0.896622,0.834219,15.850154,k16|k2|k1
43,1.017746,0.892811,0.803268,0.921225,0.850695,0.894367,0.875000,0.900000,0.900000,0.900000,0.887602,0.891404,0.836988,0.827889,0.896624,0.851214,0.681730,0.749254,0.775915,0.795757,0.849039,16.131742,k2|k7|k8
44,1.039616,0.929962,0.899075,0.918130,0.863026,0.753831,0.775000,0.900000,0.850000,0.900000,0.682931,0.826017,0.845888,0.906844,0.859846,0.898136,0.937935,0.855426,0.959801,0.853541,0.863968,16.415389,k17|k15|k0
45,0.941561,0.888336,0.899104,0.908061,0.890133,0.882900,0.799979,0.800097,0.900000,0.800018,0.843341,0.962723,0.878551,1.004954,0.865014,0.869761,0.885006,0.885569,0.918465,0.900000,0.883264,16.782013,k12|k10|k17
46,1.023299,0.913690,0.891054,0.958904,0.886081,0.864615,0.799955,0.900000,0.933333,0.900000,0.925000,0.973567,0.927202,0.936340,0.872787,0.907104,0.909094,0.852725,0.889144,0.848218,0.899411,17.088812,k10|k2|k12
47,1.057625,0.917887,0.866649,0.952680,0.950484,0.833875,0.799995,0.900000,0.933333,0.850000,0.666667,0.858196,0.762830,0.942171,0.862822,0.918340,0.922547,0.837740,0.909215,0.829462,0.869205,16.514892,k2|k3|k12
48,0.786539,0.905048,0.844832,0.941775,0.890627,0.918055,0.850000,0.850000,0.900000,0.900000,0.796120,0.519401,0.735784,0.671829,0.654907,0.589509,0.792019,0.634218,0.501793,0.806469,0.773810,14.702386,k2|k4|k0
49,1.024713,0.890347,0.916367,0.939538,0.932622,0.864757,0.875000,0.800021,0.933333,0.900000,0.908730,0.970244,0.926948,0.988281,0.862820,0.857124,0.862343,0.842341,0.916026,0.862274,0.897322,17.049118,k12|k10|k2
50,1.111567,0.695188,0.877708,0.758657,0.731741,0.870419,0.799991,0.850000,0.933333,0.900000,0.903265,0.880907,0.803194,0.695962,0.734971,0.725001,0.857720,0.779797,0.920538,0.850000,0.819389,15.568392,k7|k17|k9
51,1.031086,0.953868,0.845745,0.938900,0.958177,0.921313,0.900000,0.799952,0.900000,0.850000,0.955177,0.965928,0.906031,0.960883,0.879702,0.934669,0.867823,0.842401,0.919545,0.852220,0.902754,17.152333,k10|k12|k3
52,1.045987,0.879100,0.909776,0.907698,0.937754,0.909761,0.900000,0.900000,0.933333,0.900000,0.927221,0.932217,0.896473,0.869392,0.849269,0.911443,0.932944,0.857452,0.935141,0.850000,0.902051,17.138973,k3|k17|k7
53,1.068036,0.867069,0.923033,0.802532,0.786547,0.821602,0.850000,0.800036,0.800064,0.900000,0.877841,0.924911,0.911885,0.770694,0.744987,0.876413,0.869923,0.885859,0.917342,0.844163,0.851311,16.174902,k10|k1|k17
54,1.128296,0.811130,0.791128,0.826615,0.849739,0.862010,0.850000,0.900000,0.933333,0.799961,0.906081,0.835318,0.760284,0.860282,0.822448,0.848051,0.679979,0.830066,0.707853,0.800074,0.824966,15.674351,k7|k9|k6
55,1.116903,0.655235,0.925228,0.654515,0.723218,0.886014,0.800000,0.799983,0.933333,0.900000,0.906443,0.938740,0.926409,0.634820,0.662693,0.768159,0.866455,0.913047,0.907095,0.905054,0.826655,15.706441,k10|k7|k11
56,1.026129,0.878186,0.814234,0.914961,0.888426,0.815129,0.825000,0.900000,0.933333,0.900000,0.925000,0.972332,0.966838,0.917431,0.876557,0.928275,0.898063,0.852048,0.949712,0.887227,0.896987,17.042750,k10|k11|k17
57,1.047481,0.931742,0.913753,0.938755,0.904780,0.877941,0.875000,0.900000,0.900000,0.900000,0.933333,0.924678,0.909719,0.958427,0.847192,0.880753,0.848315,0.880758,0.872135,0.906805,0.900215,17.104086,k12|k2|k9
58,0.530274,0.885509,0.837915,0.793706,0.724734,0.814756,0.825000,0.850000,0.900000,0.900000,0.914365,0.777856,0.774232,0.577274,0.740907,0.757075,0.631818,0.697663,0.904064,0.881252,0.799375,15.188127,k9|k17|k7
59,0.825606,0.444054,0.667806,0.375520,0.226366,0.754218,0.800018,0.800034,0.400000,0.800023,0.239102,0.157606,0.209335,0.257233,0.524182,0.281067,0.326973,0.642638,0.129628,0.725000,0.461095,8.760803,k6|k8|k5
60,1.074945,0.903264,0.850837,0.896483,0.853230,0.862163,0.799957,0.900000,0.933333,0.900000,0.762640,0.832677,0.789870,0.854780,0.894251,0.895611,0.789044,0.757081,0.849589,0.900391,0.853958,16.225200,k7|k0|k18
61,1.111784,0.833701,0.831156,0.836042,0.863162,0.827894,0.800043,0.800004,0.633333,0.799981,0.775000,0.866220,0.873171,0.749988,0.719214,0.837352,0.872224,0.904187,0.820945,0.825000,0.814138,15.468619,k16|k11|k15
62,1.017076,0.869922,0.813221,0.864861,0.926532,0.883041,0.799991,0.900000,0.900000,0.900000,0.936673,0.947565,0.949277,0.657446,0.748514,0.726951,0.877508,0.868515,0.778225,0.837238,0.851867,16.185480,k11|k10|k9
63,1.038174,0.878861,0.908170,0.911381,0.831938,0.858398,0.900000,0.799958,0.900000,0.850000,0.931358,0.949551,0.939819,0.939883,0.867458,0.905909,0.912023,0.849001,0.928364,0.920958,0.893844,16.983031,k10|k12|k11
64,1.043541,0.857836,0.935256,0.949914,0.975599,0.905076,0.900000,0.850000,0.933333,0.850000,0.926964,0.961989,0.929356,0.952845,0.863333,0.881611,0.949594,0.849762,0.845093,0.883343,0.905311,17.200904,k3|k10|k12
65,1.019711,0.881207,0.871469,0.863298,0.866994,0.888746,0.900000,0.800028,0.900000,0.900000,0.916534,0.933326,0.810153,1.007982,0.864006,0.880199,0.878404,0.880189,0.774939,0.826300,0.875988,16.643773,k12|k10|k9
66,1.022519,0.845675,0.780574,0.906093,0.915334,0.837169,0.875000,0.900000,0.900000,0.799982,0.853901,0.792722,0.761217,0.757954,0.802796,0.774966,0.700000,0.688416,0.869778,0.865990,0.822503,15.627566,k3|k2|k7
67,1.038978,0.843386,0.803604,0.920909,0.896737,0.890682,0.900000,0.650000,0.666667,0.700000,0.765061,0.870864,0.878098,0.901615,0.850405,0.915248,0.888710,0.886321,0.892936,0.835813,0.839845,15.957056,k2|k14|k12
68,0.940088,0.805729,0.910555,0.905006,0.910943,0.896723,0.850000,0.900000,0.866667,0.850000,0.900422,0.872227,0.941945,0.934425,0.847342,0.927192,0.937939,0.872428,0.879369,0.900000,0.889943,16.908912,k11|k15|k12
69,0.852021,0.840190,0.882377,0.894448,0.916990,0.842856,0.850000,0.800000,0.766667,0.800000,0.869276,0.908161,0.953522,0.932529,0.853492,0.887181,0.882113,0.829310,0.865820,0.833950,0.863625,16.408880,k11|k12|k3
70,1.029957,0.897443,0.862197,0.833492,0.872777,0.762067,0.800000,0.850000,0.850000,0.850000,0.933333,0.860563,0.829491,0.892838,0.919341,0.884873,0.669782,0.853847,0.843804,0.818501,0.846545,16.084350,k9|k13|k0
71,0.974841,0.847568,0.862223,0.902410,0.901189,0.756103,0.850000,0.900000,0.900000,0.900000,0.925137,0.885962,0.820804,0.845892,0.851377,0.894218,0.688778,0.829208,0.793754,0.810843,0.850814,16.165467,k9|k2|k3
72,1.042375,0.866422,0.918638,0.942135,0.924785,0.876047,0.875000,0.900000,0.900000,0.900000,0.924308,0.967848,0.932356,0.948220,0.896210,0.880942,0.942444,0.850948,0.858479,0.873096,0.904099,17.177879,k10|k12|k15
73,1.049351,0.890535,0.914160,0.928304,0.889596,0.846280,0.850000,0.900000,0.933333,0.799999,0.947832,0.951908,0.931753,0.969655,0.885675,0.894549,0.886069,0.859516,0.901899,0.919077,0.900007,17.100142,k12|k10|k9
74,1.084878,0.912771,0.948038,0.863731,0.884359,0.859244,0.875000,0.800000,0.866667,0.800003,0.859897,0.860621,0.890462,0.956155,0.815816,0.872465,0.928769,0.872072,0.859142,0.881808,0.874054,16.607021,k12|k1|k15
75,1.026520,0.861094,0.904488,0.955892,0.943784,0.925227,0.900000,0.900000,0.933333,0.850000,0.876296,0.920239,0.876949,0.904937,0.882508,0.911105,0.942152,0.799927,0.907814,0.916012,0.900619,17.111757,k2|k3|k15
76,0.909366,0.927975,0.741108,0.822213,0.841870,0.684237,0.700000,0.900000,0.850000,0.850000,0.925000,0.923499,0.851235,0.660408,0.721852,0.901361,0.834227,0.932060,0.949226,0.750000,0.829804,15.766272,k17|k16|k0
77,0.543833,0.712760,0.858056,0.550771,0.878109,0.849262,0.800000,0.650000,0.633333,0.650000,0.591495,0.363520,0.559713,0.666411,0.692775,0.692774,0.406718,0.799946,0.063912,0.738803,0.639914,12.158358,k3|k1|k4
78,0.979504,0.937184,0.864390,0.935896,0.917140,0.898737,0.900000,0.850000,0.900000,0.900000,0.907882,0.939310,0.908038,0.830456,0.793903,0.841640,0.873909,0.794951,0.943415,0.918234,0.887110,16.855083,k17|k10|k0
79,0.943721,0.885662,0.895752,0.885816,0.937317,0.853268,0.850000,0.900000,0.900000,0.850000,0.928977,0.941485,0.937028,0.902138,0.825594,0.791412,0.928266,0.741755,0.852842,0.762840,0.872113,16.570150,k10|k3|k11
80,1.094706,0.904489,0.865217,0.908232,0.894297,0.828079,0.875000,0.900000,0.866667,0.900000,0.845829,0.859719,0.859290,0.813303,0.815098,0.892035,0.883814,0.831110,0.946110,0.825000,0.869120,16.513288,k17|k2|k0
81,1.040227,0.920854,0.872538,0.962169,0.947905,0.834169,0.875000,0.900000,0.900000,0.900000,0.933333,0.946260,0.944831,0.952650,0.865195,0.902650,0.942104,0.846929,0.934567,0.827564,0.905722,17.208718,k2|k12|k3
82,1.050044,0.836055,0.861017,0.891619,0.887402,0.900547,0.825000,0.900000,0.900000,0.900000,0.823145,0.911866,0.873409,0.898563,0.795523,0.774634,0.911271,0.820286,0.810309,0.734265,0.855522,16.254911,k10|k15|k4
83,1.014041,0.819438,0.913639,0.865883,0.893873,0.827099,0.875000,0.850000,0.900000,0.799956,0.956645,0.955783,0.912050,0.937970,0.874062,0.909478,0.894576,0.853754,0.938261,0.837124,0.884978,16.814590,k9|k10|k17
84,1.022910,0.866726,0.896665,0.930372,0.879156,0.905123,0.800103,0.900000,0.933333,0.799951,0.876145,0.875443,0.884766,0.922773,0.892414,0.884807,0.830803,0.792656,0.852256,0.813923,0.870390,16.537415,k7|k2|k12
85,1.035962,0.847058,0.886588,0.893883,0.903972,0.839206,0.799975,0.799977,0.900000,0.850000,0.920700,0.927505,0.921218,0.949613,0.895246,0.902772,0.926953,0.848188,0.890208,0.841224,0.881278,16.744286,k12|k10|k15
86,1.023739,0.828255,0.688364,0.955809,0.944243,0.916884,0.850000,0.799941,0.900000,0.900000,0.874427,0.886054,0.906936,0.918271,0.845682,0.772147,0.940247,0.811902,0.890390,0.849354,0.867311,16.478906,k2|k3|k15
87,1.088592,0.798088,0.925983,0.885170,0.849030,0.879658,0.850000,0.900000,0.933333,0.900000,0.900000,0.794887,0.839424,0.873559,0.830381,0.806206,0.889492,0.825286,0.829789,0.825000,0.859752,16.335285,k7|k1|k8
88,1.015236,0.863714,0.912773,0.930342,0.919198,0.930221,0.850000,0.900000,0.933333,0.900000,0.954822,0.964161,0.936182,0.905015,0.861502,0.942822,0.942141,0.854575,0.941237,0.896629,0.912561,17.338668,k10|k9|k14
89,1.038009,0.877720,0.950453,0.950337,0.959293,0.852689,0.900000,0.900000,0.799920,0.799986,0.905047,0.931878,0.915943,0.930460,0.869281,0.929884,0.913908,0.846347,0.962922,0.849963,0.897159,17.046029,k17|k3|k1
90,0.905332,0.552657,0.886470,0.719735,0.783172,0.937197,0.825000,0.700000,0.633333,0.800007,0.825000,0.643363,0.842194,0.817208,0.690176,0.227358,0.876559,0.686721,0.272568,0.496050,0.695514,13.214770,k4|k1|k15
91,1.014678,0.881965,0.897620,0.934670,0.935110,0.799990,0.800032,0.850000,0.900000,0.800018,0.950000,0.957758,0.916827,0.890397,0.862225,0.867164,0.944229,0.870072,0.918998,0.885037,0.887480,16.862114,k10|k9|k15
92,1.023973,0.849901,0.785410,0.948038,0.870545,0.841033,0.825000,0.900000,0.866667,0.799987,0.877948,0.911202,0.832893,0.940375,0.900757,0.905618,0.851925,0.851419,0.917880,0.725000,0.863242,16.401598,k2|k12|k17
93,1.062154,0.845049,0.885597,0.889041,0.915348,0.877950,0.799984,0.900000,0.933333,0.799976,0.808367,0.925587,0.924784,0.905660,0.829295,0.855901,0.918868,0.857197,0.926684,0.850000,0.876243,16.648621,k7|k17|k10
94,1.052994,0.888384,0.850829,0.916785,0.942010,0.905997,0.900000,0.900000,0.900000,0.900000,0.925000,0.946053,0.954622,0.873159,0.862951,0.861209,0.932406,0.825364,0.922737,0.853691,0.897958,17.061196,k11|k10|k3
95,0.399287,0.787915,0.615903,0.288679,0.229609,0.368887,0.400000,0.850000,0.866667,0.850000,0.860204,0.943748,0.976727,1.050014,0.818852,0.769131,0.934615,0.741835,0.883764,0.901258,0.744095,14.137809,k12|k11|k10
