student_id,global_trait,alpha_k0,alpha_k1,alpha_k2,alpha_k3,alpha_k4,alpha_k5,alpha_k6,alpha_k7,alpha_k8,alpha_k9,alpha_k10,alpha_k11,alpha_k12,alpha_k13,alpha_k14,alpha_k15,alpha_k16,alpha_k17,alpha_k18,alpha_mean,alpha_sum,alpha_topk
21,nan,0.167967,0.143147,0.225010,0.037717,0.129693,0.698566,0.135316,0.033713,0.162738,0.087268,0.369641,0.766831,0.441252,0.911489,0.975066,0.041998,0.896926,0.058937,0.106273,0.336292,6.389549,k14|k13|k16
22,nan,0.836516,0.906466,0.979853,0.960812,0.973789,0.247795,0.602815,0.884631,0.974342,0.951735,0.967113,0.897107,0.966271,0.872150,0.980075,0.947426,0.889208,0.974692,0.866150,0.877839,16.678946,k14|k2|k17
23,nan,0.834984,0.687941,0.720537,0.521292,0.076184,0.057792,0.146400,0.093003,0.053058,0.963559,0.931469,0.961985,0.850213,0.054229,0.056685,0.947293,0.941522,0.931683,0.766335,0.557693,10.596163,k9|k11|k15
24,nan,0.139980,0.100299,0.244778,0.133077,0.078465,0.234799,0.181576,0.049313,0.190004,0.042948,0.154030,0.262096,0.270034,0.274872,0.122305,0.263253,0.282527,0.258094,0.038578,0.174791,3.321027,k16|k13|k12
25,nan,0.114473,0.112759,0.119612,0.209103,0.195907,0.331134,0.675567,0.139241,0.937781,0.052616,0.654933,0.930828,0.308740,0.865578,0.095832,0.761757,0.237750,0.120003,0.132507,0.368217,6.996120,k8|k11|k13
26,nan,0.159699,0.058816,0.246081,0.382974,0.113383,0.267939,0.108271,0.054740,0.123720,0.105219,0.107302,0.158163,0.051872,0.274479,0.243385,0.068682,0.167930,0.222934,0.109361,0.159208,3.024950,k3|k13|k5
27,nan,0.114377,0.162490,0.065038,0.210912,0.064022,0.076784,0.157342,0.098948,0.178397,0.114693,0.848512,0.531163,0.054981,0.320333,0.972418,0.097688,0.972397,0.053989,0.100830,0.273438,5.195315,k14|k16|k10
28,nan,0.140707,0.234904,0.148833,0.241072,0.208390,0.138857,0.608398,0.068694,0.217778,0.021127,0.105877,0.014776,0.276258,0.082910,0.217473,0.099048,0.206293,0.130086,0.180605,0.175899,3.342084,k6|k12|k3
29,nan,0.368961,0.088787,0.137831,0.131107,0.152402,0.130725,0.354338,0.137928,0.212200,0.033836,0.200640,0.170866,0.943255,0.105470,0.963006,0.066770,0.925205,0.171224,0.216438,0.290052,5.510987,k14|k12|k16
30,nan,0.219622,0.218545,0.107943,0.150635,0.293853,0.370513,0.074548,0.574547,0.187780,0.124401,0.151218,0.024047,0.913583,0.064154,0.083706,0.157352,0.950794,0.043945,0.295897,0.263531,5.007084,k16|k12|k7
31,nan,0.203010,0.111420,0.229799,0.231203,0.098287,0.097450,0.173175,0.118833,0.048286,0.171031,0.163764,0.149222,0.170422,0.146707,0.147397,0.119224,0.202026,0.265951,0.251389,0.163084,3.098598,k17|k18|k3
32,nan,0.159001,0.097154,0.341371,0.186736,0.060840,0.167470,0.057477,0.093825,0.137838,0.076776,0.227763,0.198861,0.268646,0.089245,0.185314,0.140123,0.190484,0.066464,0.097810,0.149642,2.843198,k2|k12|k10
33,nan,0.251111,0.152932,0.059161,0.214707,0.108595,0.096363,0.564140,0.072933,0.077340,0.171216,0.137408,0.197773,0.149850,0.136676,0.145809,0.129870,0.090834,0.268341,0.068225,0.162804,3.093283,k6|k17|k0
34,nan,0.949201,0.281417,0.957149,0.918512,0.889432,0.543182,0.771997,0.937254,0.184076,0.864119,0.948224,0.957301,0.917868,0.774668,0.986032,0.084347,0.952258,0.147217,0.062105,0.690861,13.126359,k14|k11|k2
35,nan,0.254526,0.374357,0.278497,0.066496,0.297486,0.148706,0.902044,0.555949,0.849118,0.112061,0.318755,0.172375,0.313089,0.289722,0.140469,0.217787,0.127300,0.103870,0.146729,0.298386,5.669339,k6|k8|k7
36,nan,0.146326,0.138084,0.083596,0.210659,0.154153,0.302546,0.327022,0.140733,0.330225,0.044626,0.164134,0.050382,0.179875,0.094101,0.184515,0.110089,0.077319,0.082009,0.222767,0.160167,3.043164,k8|k6|k5
37,nan,0.160180,0.615570,0.525374,0.189271,0.164155,0.188937,0.280490,0.109750,0.179001,0.916622,0.206762,0.143700,0.148807,0.162177,0.199990,0.130129,0.032518,0.268600,0.098814,0.248466,4.720850,k9|k1|k2
38,nan,0.142371,0.047991,0.205567,0.088779,0.105141,0.579140,0.054155,0.094204,0.146789,0.168619,0.047939,0.098083,0.141160,0.160993,0.157265,0.359721,0.161424,0.079603,0.514058,0.176474,3.353001,k5|k18|k15
39,nan,0.160901,0.218355,0.355184,0.213826,0.029062,0.094641,0.244633,0.126958,0.235189,0.064765,0.099909,0.056500,0.230442,0.272529,0.100542,0.036949,0.077989,0.131203,0.113214,0.150673,2.862791,k2|k13|k6
40,nan,0.246782,0.695196,0.940270,0.097256,0.969429,0.187752,0.911680,0.918068,0.961819,0.855651,0.366697,0.760511,0.159695,0.217189,0.254891,0.179281,0.111588,0.527164,0.178420,0.502070,9.539339,k4|k8|k2
41,nan,0.199925,0.150534,0.056463,0.020439,0.273360,0.103227,0.157962,0.159794,0.093991,0.131486,0.186038,0.194393,0.170234,0.254177,0.109275,0.082273,0.270386,0.136821,0.250837,0.157980,3.001616,k4|k16|k13
42,nan,0.122161,0.180021,0.152771,0.081604,0.056651,0.175399,0.106034,0.044544,0.915659,0.104921,0.280135,0.231714,0.964824,0.929324,0.976300,0.676076,0.104103,0.197947,0.024518,0.332879,6.324706,k14|k12|k13
43,nan,0.172138,0.216172,0.337275,0.238873,0.218954,0.122035,0.073292,0.019654,0.140097,0.215125,0.225009,0.091827,0.033736,0.396208,0.176023,0.978734,0.115571,0.221188,0.118084,0.216316,4.109996,k15|k13|k2
44,nan,0.357345,0.173499,0.180890,0.117466,0.269214,0.273600,0.075049,0.033579,0.178883,0.099946,0.243453,0.831652,0.176003,0.215422,0.047422,0.236170,0.101034,0.195898,0.195218,0.210618,4.001744,k11|k0|k5
45,nan,0.044926,0.242787,0.239549,0.066407,0.070820,0.427397,0.548534,0.159824,0.413149,0.110066,0.035804,0.159597,0.128527,0.405753,0.092284,0.031981,0.194605,0.143806,0.165927,0.193776,3.681741,k6|k5|k8
46,nan,0.361610,0.303076,0.308841,0.082242,0.194289,0.718313,0.234508,0.128849,0.059306,0.209848,0.097370,0.108764,0.329980,0.591554,0.013313,0.088669,0.104788,0.070966,0.136689,0.218051,4.142975,k5|k13|k0
47,nan,0.085810,0.232819,0.184816,0.062541,0.224290,0.136085,0.176110,0.134970,0.081404,0.070283,0.088521,0.982140,0.294456,0.321428,0.137219,0.138399,0.225128,0.050206,0.178762,0.200284,3.805387,k11|k13|k12
48,nan,0.146947,0.170416,0.049072,0.140798,0.077385,0.125218,0.124375,0.105854,0.122752,0.192592,0.890254,0.369453,0.416449,0.879174,0.970896,0.042572,0.952910,0.879220,0.211350,0.361457,6.867686,k14|k16|k10
49,nan,0.242961,0.102764,0.083110,0.128057,0.304922,0.085712,0.281151,0.127871,0.041073,0.091902,0.113225,0.117851,0.409684,0.107011,0.079432,0.105220,0.127962,0.046483,0.195351,0.146934,2.791742,k12|k4|k6
50,nan,0.920484,0.078855,0.130148,0.172175,0.099389,0.279292,0.109076,0.054192,0.179525,0.217425,0.094770,0.176935,0.200993,0.226603,0.127258,0.120733,0.306483,0.073978,0.019265,0.188820,3.587579,k0|k16|k5
51,nan,0.173672,0.059423,0.128255,0.229378,0.133328,0.228797,0.653785,0.153528,0.109442,0.218266,0.232887,0.118238,0.099861,0.040618,0.135403,0.099722,0.201574,0.095720,0.215302,0.175116,3.327199,k6|k10|k3
52,nan,0.150925,0.228221,0.111460,0.244308,0.271253,0.034540,0.155360,0.132413,0.182876,0.142739,0.075869,0.247903,0.267924,0.177333,0.140536,0.206386,0.179136,0.242716,0.169624,0.176922,3.361521,k4|k12|k11
53,nan,0.285138,0.135886,0.193947,0.148913,0.125821,0.078020,0.470357,0.627642,0.117666,0.079328,0.180617,0.121055,0.212528,0.181369,0.142890,0.186187,0.120573,0.093901,0.156304,0.192534,3.658140,k7|k6|k0
54,nan,0.118242,0.278619,0.135446,0.088083,0.094204,0.096621,0.052277,0.118048,0.468118,0.073957,0.048091,0.059190,0.213646,0.451187,0.167279,0.023969,0.093912,0.855444,0.667152,0.215973,4.103487,k17|k18|k8
55,nan,0.711314,0.150812,0.844853,0.177225,0.097010,0.171183,0.241783,0.083775,0.079942,0.241395,0.119764,0.046729,0.948503,0.925273,0.370234,0.255304,0.071206,0.128122,0.084631,0.302582,5.749058,k12|k13|k2
56,nan,0.207657,0.251252,0.078759,0.103191,0.100756,0.265088,0.117602,0.046817,0.155634,0.192269,0.206822,0.132055,0.090460,0.427421,0.092918,0.066611,0.152046,0.142552,0.265834,0.162934,3.095743,k13|k18|k5
57,nan,0.121708,0.092077,0.121763,0.134429,0.123507,0.137107,0.011333,0.147057,0.166828,0.161365,0.064213,0.029802,0.207478,0.125717,0.198259,0.140027,0.016588,0.206323,0.071969,0.119871,2.277551,k12|k17|k14
58,nan,0.756790,0.724878,0.061629,0.685806,0.274081,0.363147,0.150451,0.093848,0.162259,0.137438,0.953177,0.094452,0.943570,0.066485,0.905036,0.379433,0.969413,0.137273,0.309022,0.429905,8.168186,k16|k10|k12
59,nan,0.977723,0.328659,0.904155,0.890194,0.971148,0.376274,0.910501,0.970566,0.596128,0.948291,0.916001,0.925315,0.924791,0.953954,0.960299,0.910249,0.926953,0.961347,0.135892,0.815181,15.488440,k0|k4|k7
60,nan,0.176664,0.193440,0.069459,0.219880,0.125050,0.346973,0.174231,0.108740,0.106511,0.913864,0.160317,0.810985,0.224247,0.051254,0.101187,0.180378,0.187243,0.473582,0.158564,0.251714,4.782569,k9|k11|k17
61,nan,0.185625,0.132194,0.149318,0.351109,0.216653,0.395936,0.479740,0.940139,0.497014,0.130719,0.282993,0.094742,0.128565,0.059453,0.139949,0.282652,0.240305,0.301419,0.031078,0.265242,5.039603,k7|k8|k6
62,nan,0.070757,0.177925,0.164246,0.145511,0.242810,0.467818,0.082026,0.146588,0.029517,0.231991,0.028268,0.077487,0.225909,0.245028,0.109731,0.178827,0.146468,0.157088,0.135344,0.161228,3.063338,k5|k13|k4
63,nan,0.079014,0.075711,0.209419,0.119671,0.044681,0.322880,0.201736,0.069361,0.135417,0.146260,0.172891,0.077368,0.128017,0.441308,0.178342,0.081050,0.077482,0.053738,0.256205,0.151082,2.870551,k13|k5|k18
64,nan,0.110172,0.270289,0.207753,0.186168,0.034985,0.148417,0.139877,0.156589,0.071307,0.201735,0.147101,0.186496,0.296004,0.126227,0.247351,0.187405,0.065806,0.048569,0.250625,0.162257,3.082877,k12|k1|k18
65,nan,0.204798,0.043062,0.279586,0.196508,0.229329,0.109479,0.864580,0.073274,0.186855,0.207849,0.255903,0.310214,0.283651,0.229339,0.063644,0.067651,0.137073,0.164780,0.123797,0.212177,4.031371,k6|k11|k12
66,nan,0.112500,0.936011,0.117334,0.113515,0.190601,0.023842,0.224268,0.113735,0.797660,0.137340,0.335390,0.067467,0.944614,0.125139,0.064957,0.105220,0.868908,0.196623,0.071490,0.291927,5.546613,k12|k1|k16
67,nan,0.275382,0.255105,0.379548,0.144724,0.173074,0.418286,0.905059,0.122242,0.102295,0.098369,0.108762,0.209387,0.172411,0.054800,0.193924,0.084803,0.211356,0.189691,0.082538,0.220092,4.181757,k6|k5|k2
68,nan,0.450188,0.278020,0.189520,0.029842,0.349825,0.309771,0.250676,0.077967,0.108196,0.073168,0.262482,0.066959,0.088787,0.161852,0.018148,0.105933,0.194160,0.161672,0.072444,0.171032,3.249608,k0|k4|k5
69,nan,0.700729,0.131890,0.255065,0.077363,0.068299,0.118952,0.242008,0.068264,0.053012,0.085077,0.420175,0.111380,0.115900,0.086651,0.188717,0.181793,0.045932,0.114493,0.219299,0.172895,3.284999,k0|k10|k2
70,nan,0.296119,0.265555,0.180520,0.082733,0.470003,0.103173,0.027589,0.108066,0.100443,0.089754,0.027548,0.074445,0.107226,0.176369,0.142270,0.822871,0.231220,0.190237,0.356482,0.202770,3.852623,k15|k4|k18
71,nan,0.349178,0.117600,0.283670,0.138963,0.234708,0.356091,0.032280,0.120225,0.172114,0.164664,0.288786,0.373954,0.189476,0.029908,0.157862,0.071101,0.138265,0.035894,0.257269,0.184843,3.512008,k11|k5|k0
72,nan,0.027507,0.326470,0.242784,0.102511,0.156629,0.240526,0.167914,0.099196,0.101172,0.157984,0.206788,0.106947,0.105929,0.295418,0.087897,0.134313,0.198508,0.093001,0.209616,0.161111,3.061109,k1|k13|k2
73,nan,0.284725,0.298272,0.083091,0.066428,0.188011,0.067230,0.112253,0.055721,0.569504,0.067811,0.211860,0.242597,0.248448,0.174534,0.234425,0.089225,0.171543,0.279661,0.360333,0.200299,3.805672,k8|k18|k1
74,nan,0.134383,0.148429,0.093027,0.066508,0.085102,0.118802,0.243631,0.093279,0.651709,0.053080,0.036160,0.148316,0.150545,0.233255,0.085432,0.186269,0.281163,0.089584,0.221976,0.164245,3.120651,k8|k16|k6
75,nan,0.246034,0.160801,0.186495,0.288589,0.105729,0.025482,0.197897,0.051258,0.151173,0.166093,0.216747,0.159096,0.305004,0.130925,0.056296,0.274091,0.464586,0.037997,0.170998,0.178700,3.395291,k16|k12|k3
76,nan,0.104578,0.085116,0.247320,0.058079,0.214537,0.316500,0.189523,0.042044,0.156555,0.031398,0.165545,0.205816,0.888555,0.938875,0.032758,0.406052,0.034409,0.076628,0.196097,0.231073,4.390385,k13|k12|k15
77,nan,0.927743,0.295959,0.890164,0.129186,0.939716,0.079439,0.941587,0.966847,0.978963,0.894111,0.849839,0.967937,0.900123,0.954655,0.961809,0.919336,0.650923,0.954370,0.858129,0.792676,15.060836,k8|k11|k7
78,nan,0.056939,0.052491,0.251790,0.181697,0.191814,0.278858,0.118833,0.039089,0.187516,0.171486,0.225783,0.198821,0.223825,0.097188,0.134700,0.104643,0.178096,0.211182,0.186563,0.162701,3.091316,k5|k2|k10
79,nan,0.339304,0.171209,0.108241,0.128361,0.169326,0.028044,0.257983,0.091645,0.222162,0.073510,0.184684,0.063081,0.375252,0.299812,0.048519,0.246640,0.201598,0.247587,0.431254,0.194116,3.688212,k18|k12|k0
80,nan,0.136273,0.092258,0.129891,0.295272,0.092755,0.047261,0.048436,0.051643,0.054060,0.094225,0.265535,0.122142,0.016881,0.135125,0.046645,0.174470,0.208207,0.247277,0.091736,0.123689,2.350093,k3|k10|k17
81,nan,0.196240,0.225925,0.335064,0.101562,0.059318,0.119974,0.259200,0.113949,0.156795,0.072762,0.156452,0.127124,0.079400,0.241583,0.162358,0.096054,0.146513,0.227162,0.235805,0.163855,3.113239,k2|k6|k13
82,nan,0.205041,0.053683,0.413190,0.161792,0.197147,0.200136,0.018183,0.051258,0.172567,0.078165,0.197765,0.281713,0.043860,0.415802,0.125126,0.066188,0.326067,0.159636,0.036508,0.168623,3.203828,k13|k2|k16
83,nan,0.156618,0.034246,0.349973,0.212224,0.292332,0.151959,0.156126,0.066073,0.498199,0.250024,0.204386,0.173706,0.296832,0.141536,0.107650,0.187435,0.147914,0.102896,0.090038,0.190535,3.620168,k8|k2|k12
84,nan,0.375122,0.176214,0.080815,0.047356,0.210111,0.708854,0.142988,0.049321,0.619235,0.099490,0.097886,0.157858,0.290752,0.174852,0.027920,0.218610,0.142948,0.117172,0.265846,0.210703,4.003350,k5|k8|k0
85,nan,0.229848,0.126143,0.233489,0.137422,0.249358,0.504501,0.480743,0.027758,0.095267,0.129409,0.047722,0.081678,0.053113,0.237785,0.207739,0.132099,0.024095,0.248059,0.194332,0.181082,3.440559,k5|k6|k4
86,nan,0.028426,0.917921,0.137856,0.177816,0.168884,0.141498,0.619524,0.134053,0.102205,0.179592,0.100347,0.147239,0.223191,0.313487,0.216483,0.209413,0.058219,0.084749,0.061186,0.211689,4.022091,k1|k6|k13
87,nan,0.233507,0.272686,0.051965,0.198886,0.119466,0.179640,0.156877,0.048556,0.164790,0.074586,0.162022,0.067974,0.289914,0.265182,0.049358,0.274828,0.143811,0.151994,0.036732,0.154883,2.942774,k12|k15|k1
88,nan,0.146009,0.277197,0.036383,0.156194,0.225890,0.306806,0.127225,0.121929,0.079912,0.241770,0.061229,0.062037,0.083745,0.182027,0.180201,0.200883,0.107954,0.028581,0.373498,0.157867,2.999471,k18|k5|k1
89,nan,0.086013,0.059138,0.148448,0.227671,0.225657,0.318533,0.068334,0.613960,0.475034,0.229725,0.304479,0.159186,0.295139,0.152564,0.206748,0.229147,0.100231,0.068500,0.121718,0.215275,4.090223,k7|k8|k5
90,nan,0.892035,0.121704,0.625926,0.056101,0.143673,0.122011,0.114774,0.969113,0.651172,0.491158,0.980511,0.207814,0.475214,0.967572,0.946347,0.132251,0.921101,0.962305,0.922408,0.563326,10.703189,k10|k7|k13
91,nan,0.169668,0.127228,0.182444,0.137499,0.715095,0.651727,0.204885,0.064564,0.569648,0.160565,0.291133,0.176677,0.072057,0.230645,0.181397,0.240558,0.141535,0.011349,0.404181,0.249098,4.732854,k4|k5|k8
92,nan,0.161019,0.770049,0.209252,0.201913,0.055600,0.168568,0.172159,0.071743,0.617114,0.176648,0.055134,0.181354,0.178699,0.076514,0.218291,0.036273,0.185890,0.184275,0.015110,0.196611,3.735606,k1|k8|k14
93,nan,0.228540,0.040453,0.197804,0.150077,0.050503,0.303421,0.123304,0.020041,0.152189,0.151434,0.249626,0.178193,0.046691,0.111027,0.149790,0.288201,0.020321,0.199115,0.137320,0.147266,2.798049,k5|k15|k10
94,nan,0.074625,0.125918,0.413916,0.033293,0.128604,0.235151,0.127762,0.025185,0.123119,0.228649,0.132241,0.081386,0.144778,0.274258,0.047840,0.123124,0.058883,0.239913,0.352016,0.156351,2.970661,k2|k18|k13
95,nan,0.983415,0.922696,0.920062,0.930177,0.900288,0.937309,0.095080,0.083052,0.081881,0.211230,0.707260,0.158862,0.203389,0.889397,0.937335,0.244976,0.968532,0.085978,0.043846,0.542356,10.304766,k0|k16|k14
